Location,Year,Cut,Block,Position,ID,Treatment,MSC
WA,2020,3,6,13,10613,201,4.2
WA,2020,3,6,17,10617,71,3.6
WA,2020,3,6,2,10602,151,4
WA,2020,3,6,6,10606,5,3.8
WA,2020,3,6,10,10610,117,4.1
WA,2020,3,6,14,10614,46,4.4
WA,2020,3,6,18,10618,41,3.6
WA,2020,3,6,3,10603,19,3.9
WA,2020,3,6,7,10607,80,3.3
WA,2020,3,6,11,10611,118,3.8
WA,2020,3,6,15,10615,113,3.9
WA,2020,3,6,19,10619,95,3.8
WA,2020,3,6,4,10604,202,3.4
WA,2020,3,6,8,10608,176,3.4
WA,2020,3,6,12,10612,79,4.2
WA,2020,3,6,16,10616,25,4
WA,2020,3,6,20,10620,171,3.7
WA,2020,3,7,1,10701,38,4.4
WA,2020,3,7,5,10705,72,4.1
WA,2020,3,7,9,10709,27,3.6
WA,2020,3,7,13,10713,8,4.4
WA,2020,3,7,17,10717,18,3.6
WA,2020,3,7,2,10702,202,3.9
WA,2020,3,7,6,10706,11,4.2
WA,2020,3,7,10,10710,45,4
WA,2020,3,7,14,10714,51,3.5
WA,2020,3,7,18,10718,129,4.2
WA,2020,3,7,3,10703,150,3.5
WA,2020,3,7,7,10707,135,4.3
WA,2020,3,7,11,10711,64,4.2
WA,2020,3,7,15,10715,201,3.7
WA,2020,3,7,19,10719,74,4.3
WA,2020,3,7,4,10704,143,4.4
WA,2020,3,7,8,10708,54,3.3
WA,2020,3,7,12,10712,163,4
WA,2020,3,7,16,10716,192,3.7
WA,2020,3,7,20,10720,70,3.6
WA,2020,3,8,1,10801,170,3.5
WA,2020,3,8,5,10805,44,4
WA,2020,3,8,9,10809,10,4.5
WA,2020,3,8,13,10813,75,4.3
WA,2020,3,8,17,10817,202,3.8
WA,2020,3,8,2,10802,112,3.9
WA,2020,3,8,6,10806,180,3.3
WA,2020,3,8,10,10810,169,3.5
WA,2020,3,8,14,10814,28,4.5
WA,2020,3,8,18,10818,48,4.1
WA,2020,3,8,3,10803,93,3.9
WA,2020,3,8,7,10807,137,3.6
WA,2020,3,8,11,10811,141,4
WA,2020,3,8,15,10815,47,3.7
WA,2020,3,8,19,10819,42,3.8
WA,2020,3,8,4,10804,98,4.2
WA,2020,3,8,8,10808,193,3.7
WA,2020,3,8,12,10812,58,4.2
WA,2020,3,8,16,10816,201,3.5
WA,2020,3,8,20,10820,194,3.5
WA,2020,3,9,1,10901,97,4.1
WA,2020,3,9,5,10905,184,3.5
WA,2020,3,9,9,10909,4,4.2
WA,2020,3,9,13,10913,132,3.9
WA,2020,3,9,17,10917,86,4.3
WA,2020,3,9,2,10902,31,4.5
WA,2020,3,9,6,10906,16,4.3
WA,2020,3,9,10,10910,202,4
WA,2020,3,9,14,10914,122,3.9
WA,2020,3,9,18,10918,20,3.8
WA,2020,3,9,3,10903,63,3.3
WA,2020,3,9,7,10907,201,3.7
WA,2020,3,9,11,10911,102,3.8
WA,2020,3,9,15,10915,173,3.6
WA,2020,3,9,19,10919,175,3.7
WA,2020,3,9,4,10904,110,3.7
WA,2020,3,9,8,10908,55,4.2
WA,2020,3,9,12,10912,7,3.6
WA,2020,3,9,16,10916,155,3.5
WA,2020,3,9,20,10920,187,3.9
WA,2020,3,10,1,11001,49,4
WA,2020,3,10,5,11005,57,4.8
WA,2020,3,10,9,11009,178,3.9
WA,2020,3,10,13,11013,85,3.6
WA,2020,3,10,17,11017,59,3.2
WA,2020,3,10,2,11002,92,3.7
WA,2020,3,10,6,11006,1,3.7
WA,2020,3,10,10,11010,21,4.4
WA,2020,3,10,14,11014,15,4.1
WA,2020,3,10,18,11018,105,3.7
WA,2020,3,10,3,11003,198,3.9
WA,2020,3,10,7,11007,166,4
WA,2020,3,10,11,11011,88,3.9
WA,2020,3,10,15,11015,148,3.3
WA,2020,3,10,19,11019,201,4
WA,2020,3,10,4,11004,96,3.6
WA,2020,3,10,8,11008,101,3.7
WA,2020,3,10,12,11012,142,2.1
WA,2020,3,10,16,11016,202,3.4
WA,2020,3,10,20,11020,153,4.2
WA,2020,3,11,1,11101,167,3.2
WA,2020,3,11,5,11105,2,4.3
WA,2020,3,11,9,11109,9,3.7
WA,2020,3,11,13,11113,60,3.9
WA,2020,3,11,17,11117,201,3.7
WA,2020,3,11,2,11102,202,3.7
WA,2020,3,11,6,11106,109,4
WA,2020,3,11,10,11110,147,3.6
WA,2020,3,11,14,11114,157,3.7
WA,2020,3,11,18,11118,65,3.7
WA,2020,3,11,3,11103,134,3.6
WA,2020,3,11,7,11107,83,4.4
WA,2020,3,11,11,11111,168,3.5
WA,2020,3,11,15,11115,62,3.3
WA,2020,3,11,19,11119,30,3.5
WA,2020,3,11,4,11104,152,4.2
WA,2020,3,11,8,11108,39,4.1
WA,2020,3,11,12,11112,160,3.7
WA,2020,3,11,16,11116,81,3.3
WA,2020,3,11,20,11120,144,3.8181818182
WA,2020,4,1,1,10101,123,3.9
WA,2020,4,1,5,10105,126,3.7
WA,2020,4,1,9,10109,77,4.6
WA,2020,4,1,13,10113,133,4.7
WA,2020,4,1,17,10117,37,3.9
WA,2020,4,1,2,10102,29,3.3
WA,2020,4,1,6,10106,191,4
WA,2020,4,1,10,10110,69,3.9
WA,2020,4,1,14,10114,125,3.8
WA,2020,4,1,18,10118,13,4.3
WA,2020,4,1,3,10103,162,4.1
WA,2020,4,1,7,10107,159,4
WA,2020,4,1,11,10111,121,4.1
WA,2020,4,1,15,10115,202,4
WA,2020,4,1,19,10119,116,3.8
WA,2020,4,1,4,10104,201,3.7
WA,2020,4,1,8,10108,139,3.3
WA,2020,4,1,12,10112,84,3.9
WA,2020,4,1,16,10116,32,3.7
WA,2020,4,1,20,10120,164,3.6
WA,2020,4,2,1,10201,35,4.5
WA,2020,4,2,5,10205,202,4.1
WA,2020,4,2,9,10209,158,4.2
WA,2020,4,2,13,10213,82,3.6
WA,2020,4,2,17,10217,6,3.4
WA,2020,4,2,2,10202,146,4.3
WA,2020,4,2,6,10206,104,4.0909090909
WA,2020,4,2,10,10210,195,3.9090909091
WA,2020,4,2,14,10214,201,3.7
WA,2020,4,2,18,10218,52,2.9
WA,2020,4,2,3,10203,43,3.5
WA,2020,4,2,7,10207,76,3.9
WA,2020,4,2,11,10211,78,3.9
WA,2020,4,2,15,10215,34,3.8
WA,2020,4,2,19,10219,90,3.7
WA,2020,4,2,4,10204,24,3.1
WA,2020,4,2,8,10208,107,3.9
WA,2020,4,2,12,10212,3,3.2
WA,2020,4,2,16,10216,156,3.9
WA,2020,4,2,20,10220,140,3.1
WA,2020,4,3,1,10301,91,3.8
WA,2020,4,3,5,10305,119,4.3
WA,2020,4,3,9,10309,114,4.5
WA,2020,4,3,13,10313,66,4.3
WA,2020,4,3,17,10317,26,3.8
WA,2020,4,3,2,10302,201,3.5
WA,2020,4,3,6,10306,189,3.6
WA,2020,4,3,10,10310,50,4.4
WA,2020,4,3,14,10314,12,3.1
WA,2020,4,3,18,10318,182,4
WA,2020,4,3,3,10303,40,3.8
WA,2020,4,3,7,10307,145,3.7
WA,2020,4,3,11,10311,111,4.1
WA,2020,4,3,15,10315,197,3.9
WA,2020,4,3,19,10319,33,3.7
WA,2020,4,3,4,10304,177,3.8
WA,2020,4,3,8,10308,186,3.8
WA,2020,4,3,12,10312,202,3.9
WA,2020,4,3,16,10316,185,3.9
WA,2020,4,3,20,10320,36,4
WA,2020,4,4,1,10401,149,4.1
WA,2020,4,4,5,10405,53,4.6
WA,2020,4,4,9,10409,73,4.1
WA,2020,4,4,13,10413,201,4.2
WA,2020,4,4,17,10417,100,4.1
WA,2020,4,4,2,10402,115,4.3
WA,2020,4,4,6,10406,165,4.4
WA,2020,4,4,10,10410,131,3.9
WA,2020,4,4,14,10414,190,4
WA,2020,4,4,18,10418,120,4.7
WA,2020,4,4,3,10403,136,4.1
WA,2020,4,4,7,10407,202,4.2
WA,2020,4,4,11,10411,89,4.3
WA,2020,4,4,15,10415,68,4
WA,2020,4,4,19,10419,61,4.5555555556
WA,2020,4,4,4,10404,22,3.8
WA,2020,4,4,8,10408,56,3.9
WA,2020,4,4,12,10412,94,4.1
WA,2020,4,4,16,10416,196,4.1
WA,2020,4,4,20,10420,179,3.9
WA,2020,4,5,1,10501,124,4
WA,2020,4,5,5,10505,181,3.8
WA,2020,4,5,9,10509,127,3.8
WA,2020,4,5,13,10513,99,4.3
WA,2020,4,5,17,10517,130,4.6
WA,2020,4,5,2,10502,174,4.1
WA,2020,4,5,6,10506,108,4.1
WA,2020,4,5,10,10510,17,3.7
WA,2020,4,5,14,10514,202,4.3
WA,2020,4,5,18,10518,87,4.1
WA,2020,4,5,3,10503,128,3.4
WA,2020,4,5,7,10507,14,3.9
WA,2020,4,5,11,10511,172,3.9
WA,2020,4,5,15,10515,67,4.1
WA,2020,4,5,19,10519,161,4.2
WA,2020,4,5,4,10504,103,4.1
WA,2020,4,5,8,10508,201,4.2
WA,2020,4,5,12,10512,23,3.8
WA,2020,4,5,16,10516,138,4.5
WA,2020,4,5,20,10520,106,3.8
WA,2020,4,6,1,10601,188,4.4
WA,2020,4,6,5,10605,154,4.5
WA,2020,4,6,9,10609,183,4.4
WA,2020,4,6,13,10613,201,3.9
WA,2020,4,6,17,10617,71,3
WA,2020,4,6,2,10602,151,4.1818181818
WA,2020,4,6,6,10606,5,4
WA,2020,4,6,10,10610,117,4
WA,2020,4,6,14,10614,46,3.3
WA,2020,4,6,18,10618,41,3.7
WA,2020,4,6,3,10603,19,4.1
WA,2020,4,6,7,10607,80,3.8
WA,2020,4,6,11,10611,118,3.8
WA,2020,4,6,15,10615,113,3.8
WA,2020,4,6,19,10619,95,4.6
WA,2020,4,6,4,10604,202,4.1
WA,2020,4,6,8,10608,176,4
WA,2020,4,6,12,10612,79,4
WA,2020,4,6,16,10616,25,4.6
WA,2020,4,6,20,10620,171,3.8
WA,2020,4,7,1,10701,38,4
WA,2020,4,7,5,10705,72,3.5
WA,2020,4,7,9,10709,27,2.7
WA,2020,4,7,13,10713,8,4
WA,2020,4,7,17,10717,18,3.6
WA,2020,4,7,2,10702,202,3.5
WA,2020,4,7,6,10706,11,3.8
WA,2020,4,7,10,10710,45,4
WA,2020,4,7,14,10714,51,3.8
WA,2020,4,7,18,10718,129,4.5
WA,2020,4,7,3,10703,150,3.7
WA,2020,4,7,7,10707,135,3.6
WA,2020,4,7,11,10711,64,3.9
WA,2020,4,7,15,10715,201,3.6
WA,2020,4,7,19,10719,74,3.7
WA,2020,4,7,4,10704,143,4
WA,2020,4,7,8,10708,54,3.8
WA,2020,4,7,12,10712,163,3.5
WA,2020,4,7,16,10716,192,3.8
WA,2020,4,7,20,10720,70,3.8
WA,2020,4,8,1,10801,170,3.7272727273
WA,2020,4,8,5,10805,44,3.6
WA,2020,4,8,9,10809,10,3.9
WA,2020,4,8,13,10813,75,3.5
WA,2020,4,8,17,10817,202,4.2
WA,2020,4,8,2,10802,112,4.1
WA,2020,4,8,6,10806,180,4.4
WA,2020,4,8,10,10810,169,4
WA,2020,4,8,14,10814,28,3.8
WA,2020,4,8,18,10818,48,4.2
WA,2020,4,8,3,10803,93,4.2
WA,2020,4,8,7,10807,137,3.8
WA,2020,4,8,11,10811,141,3.6
WA,2020,4,8,15,10815,47,4
WA,2020,4,8,19,10819,42,3.5
WA,2020,4,8,4,10804,98,4
WA,2020,4,8,8,10808,193,3.7
WA,2020,4,8,12,10812,58,4
WA,2020,4,8,16,10816,201,3.8
WA,2020,4,8,20,10820,194,3.8
WA,2020,4,9,1,10901,97,3.8
WA,2020,4,9,5,10905,184,3.6
WA,2020,4,9,9,10909,4,3.6
WA,2020,4,9,13,10913,132,4.4
WA,2020,4,9,17,10917,86,4.2
WA,2020,4,9,2,10902,31,4.4
WA,2020,4,9,6,10906,16,3.9
WA,2020,4,9,10,10910,202,3.8
WA,2020,4,9,14,10914,122,3.8
WA,2020,4,9,18,10918,20,3.4
WA,2020,4,9,3,10903,63,3.9
WA,2020,4,9,7,10907,201,3.5
WA,2020,4,9,11,10911,102,4.4
WA,2020,4,9,15,10915,173,3.7
WA,2020,4,9,19,10919,175,3.6
WA,2020,4,9,4,10904,110,3.9
WA,2020,4,9,8,10908,55,3.8
WA,2020,4,9,12,10912,7,4.4
WA,2020,4,9,16,10916,155,3.7
WA,2020,4,9,20,10920,187,4.1
WA,2020,4,10,1,11001,49,3.8
WA,2020,4,10,5,11005,57,3.7
WA,2020,4,10,9,11009,178,4.1
WA,2020,4,10,13,11013,85,3.8
WA,2020,4,10,17,11017,59,4
WA,2020,4,10,2,11002,92,3.9
WA,2020,4,10,6,11006,1,4.3
WA,2020,4,10,10,11010,21,4.2
WA,2020,4,10,14,11014,15,4
WA,2020,4,10,18,11018,105,3.6
WA,2020,4,10,3,11003,198,4.2
WA,2020,4,10,7,11007,166,3.7272727273
WA,2020,4,10,11,11011,88,4.1818181818
WA,2020,4,10,15,11015,148,3.8
WA,2020,4,10,19,11019,201,4.3
WA,2020,4,10,4,11004,96,4.1
WA,2020,4,10,8,11008,101,4
WA,2020,4,10,12,11012,142,3.5
WA,2020,4,10,16,11016,202,3.6
WA,2020,4,10,20,11020,153,4.2
WA,2020,4,11,1,11101,167,3.6
WA,2020,4,11,5,11105,2,3.5
WA,2020,4,11,9,11109,9,3.8
WA,2020,4,11,13,11113,60,4.3
WA,2020,4,11,17,11117,201,3.9
WA,2020,4,11,2,11102,202,3.8
WA,2020,4,11,6,11106,109,3.6
WA,2020,4,11,10,11110,147,4
WA,2020,4,11,14,11114,157,4.1
WA,2020,4,11,18,11118,65,3.9
WA,2020,4,11,3,11103,134,4.1
WA,2020,4,11,7,11107,83,4.3
WA,2020,4,11,11,11111,168,4
WA,2020,4,11,15,11115,62,4
WA,2020,4,11,19,11119,30,3.3
WA,2020,4,11,4,11104,152,3.8
WA,2020,4,11,8,11108,39,3.7777777778
WA,2020,4,11,12,11112,160,4.2
WA,2020,4,11,16,11116,81,4.2
WA,2020,4,11,20,11120,144,4.1
WA,2020,5,1,1,10101,123,2.5
WA,2020,5,1,5,10105,126,2.6
WA,2020,5,1,9,10109,77,2
WA,2020,5,1,13,10113,133,1.5
WA,2020,5,1,17,10117,37,1.3
WA,2020,5,1,2,10102,29,0.4
WA,2020,5,1,6,10106,191,2.8
WA,2020,5,1,10,10110,69,2.8
WA,2020,5,1,14,10114,125,1.5
WA,2020,5,1,18,10118,13,2.4
WA,2020,5,1,3,10103,162,2.8
WA,2020,5,1,7,10107,159,3.1
WA,2020,5,1,11,10111,121,3
WA,2020,5,1,15,10115,202,2.7
WA,2020,5,1,19,10119,116,2.8
WA,2020,5,1,4,10104,201,2.3
WA,2020,5,1,8,10108,139,2.2
WA,2020,5,1,12,10112,84,2.4
WA,2020,5,1,16,10116,32,2.8
WA,2020,5,1,20,10120,164,2.8
WA,2020,5,2,1,10201,35,3.3
WA,2020,5,2,5,10205,202,2.2
WA,2020,5,2,9,10209,158,2.1
WA,2020,5,2,13,10213,82,2.3
WA,2020,5,2,17,10217,6,2.4
WA,2020,5,2,2,10202,146,3.1
WA,2020,5,2,6,10206,104,2.4
WA,2020,5,2,10,10210,195,2.9090909091
WA,2020,5,2,14,10214,201,
WA,2020,5,2,18,10218,52,2.2
WA,2020,5,2,3,10203,43,2.4
WA,2020,5,2,7,10207,76,2.8
WA,2020,5,2,11,10211,78,2.2
WA,2020,5,2,15,10215,34,2.2
WA,2020,5,2,19,10219,90,2.2
WA,2020,5,2,4,10204,24,2.6
WA,2020,5,2,8,10208,107,2.7
WA,2020,5,2,12,10212,3,1.9
WA,2020,5,2,16,10216,156,2.1
WA,2020,5,2,20,10220,140,2.2
WA,2020,5,3,1,10301,91,3.1
WA,2020,5,3,5,10305,119,1.9
WA,2020,5,3,9,10309,114,2.3
WA,2020,5,3,13,10313,66,2.8
WA,2020,5,3,17,10317,26,2
WA,2020,5,3,2,10302,201,2.5
WA,2020,5,3,6,10306,189,2.6
WA,2020,5,3,10,10310,50,1.4
WA,2020,5,3,14,10314,12,
WA,2020,5,3,18,10318,182,2.2
WA,2020,5,3,3,10303,40,2.3
WA,2020,5,3,7,10307,145,2.8
WA,2020,5,3,11,10311,111,2.5
WA,2020,5,3,15,10315,197,2.4
WA,2020,5,3,19,10319,33,
WA,2020,5,3,4,10304,177,2.5
WA,2020,5,3,8,10308,186,2.5
WA,2020,5,3,12,10312,202,2.5
WA,2020,5,3,16,10316,185,2.9
WA,2020,5,3,20,10320,36,2.5
WA,2020,5,4,1,10401,149,3.1
WA,2020,5,4,5,10405,53,1.9
WA,2020,5,4,9,10409,73,2
WA,2020,5,4,13,10413,201,1.9
WA,2020,5,4,17,10417,100,
WA,2020,5,4,2,10402,115,2.4444444444
WA,2020,5,4,6,10406,165,2.3
WA,2020,5,4,10,10410,131,2
WA,2020,5,4,14,10414,190,2.8
WA,2020,5,4,18,10418,120,
WA,2020,5,4,3,10403,136,
WA,2020,5,4,7,10407,202,2.4
WA,2020,5,4,11,10411,89,2.2
WA,2020,5,4,15,10415,68,2.2
WA,2020,5,4,19,10419,61,2.9
WA,2020,5,4,4,10404,22,2.2
WA,2020,5,4,8,10408,56,2.4
WA,2020,5,4,12,10412,94,2.4
WA,2020,5,4,16,10416,196,2.3
WA,2020,5,4,20,10420,179,2.3
WA,2020,5,5,1,10501,124,2.2
WA,2020,5,5,5,10505,181,2.5
WA,2020,5,5,9,10509,127,1.6
WA,2020,5,5,13,10513,99,2.7
WA,2020,5,5,17,10517,130,
WA,2020,5,5,2,10502,174,1.3
WA,2020,5,5,6,10506,108,1.1
WA,2020,5,5,10,10510,17,
WA,2020,5,5,14,10514,202,2.2
WA,2020,5,5,18,10518,87,1.7
WA,2020,5,5,3,10503,128,1.7
WA,2020,5,5,7,10507,14,1.1
WA,2020,5,5,11,10511,172,2.2
WA,2020,5,5,15,10515,67,1
WA,2020,5,5,19,10519,161,1.5
WA,2020,5,5,4,10504,103,1.7
WA,2020,5,5,8,10508,201,1.4
WA,2020,5,5,12,10512,23,1.1
WA,2020,5,5,16,10516,138,
WA,2020,5,5,20,10520,106,1.1
WA,2020,5,6,1,10601,188,3.1
WA,2020,5,6,5,10605,154,1.4
WA,2020,5,6,9,10609,183,1.6
WA,2020,5,6,13,10613,201,1
WA,2020,5,6,17,10617,71,
WA,2020,5,6,2,10602,151,1.7
WA,2020,5,6,6,10606,5,1.4
WA,2020,5,6,10,10610,117,1.2
WA,2020,5,6,14,10614,46,
WA,2020,5,6,18,10618,41,
WA,2020,5,6,3,10603,19,2
WA,2020,5,6,7,10607,80,1.5
WA,2020,5,6,11,10611,118,1.4
WA,2020,5,6,15,10615,113,1.9
WA,2020,5,6,19,10619,95,1.4
WA,2020,5,6,4,10604,202,1.3
WA,2020,5,6,8,10608,176,1.7
WA,2020,5,6,12,10612,79,
WA,2020,5,6,16,10616,25,2.2
WA,2020,5,6,20,10620,171,1.8
WA,2020,5,7,1,10701,38,
WA,2020,5,7,5,10705,72,
WA,2020,5,7,9,10709,27,
WA,2020,5,7,13,10713,8,
WA,2020,5,7,17,10717,18,
WA,2020,5,7,2,10702,202,2.3
WA,2020,5,7,6,10706,11,
WA,2020,5,7,10,10710,45,
WA,2020,5,7,14,10714,51,
WA,2020,5,7,18,10718,129,
WA,2020,5,7,3,10703,150,1.7
WA,2020,5,7,7,10707,135,1
WA,2020,5,7,11,10711,64,1.7
WA,2020,5,7,15,10715,201,1.4
WA,2020,5,7,19,10719,74,
WA,2020,5,7,4,10704,143,1
WA,2020,5,7,8,10708,54,1.4
WA,2020,5,7,12,10712,163,2
WA,2020,5,7,16,10716,192,1.2
WA,2020,5,7,20,10720,70,1.6
WA,2020,5,8,1,10801,170,2.6
WA,2020,5,8,5,10805,44,1.2
WA,2020,5,8,9,10809,10,1.1
WA,2020,5,8,13,10813,75,
WA,2020,5,8,17,10817,202,1.7
WA,2020,5,8,2,10802,112,1
WA,2020,5,8,6,10806,180,1.1
WA,2020,5,8,10,10810,169,1.3
WA,2020,5,8,14,10814,28,
WA,2020,5,8,18,10818,48,
WA,2020,5,8,3,10803,93,1.3
WA,2020,5,8,7,10807,137,
WA,2020,5,8,11,10811,141,1.4
WA,2020,5,8,15,10815,47,1
WA,2020,5,8,19,10819,42,
WA,2020,5,8,4,10804,98,1.6
WA,2020,5,8,8,10808,193,1.7
WA,2020,5,8,12,10812,58,
WA,2020,5,8,16,10816,201,1.1
WA,2020,5,8,20,10820,194,1.2
WA,2020,5,9,1,10901,97,1.5
WA,2020,5,9,5,10905,184,2.1
WA,2020,5,9,9,10909,4,1.6
WA,2020,5,9,13,10913,132,1.3
WA,2020,5,9,17,10917,86,1.2
WA,2020,5,9,2,10902,31,1.2
WA,2020,5,9,6,10906,16,1.1
WA,2020,5,9,10,10910,202,1.6
WA,2020,5,9,14,10914,122,1.4
WA,2020,5,9,18,10918,20,1.7
WA,2020,5,9,3,10903,63,1
WA,2020,5,9,7,10907,201,1.3
WA,2020,5,9,11,10911,102,1.7
WA,2020,5,9,15,10915,173,2
WA,2020,5,9,19,10919,175,1.8
WA,2020,5,9,4,10904,110,1.4
WA,2020,5,9,8,10908,55,1.8
WA,2020,5,9,12,10912,7,1.5
WA,2020,5,9,16,10916,155,2.1
WA,2020,5,9,20,10920,187,2.3
WA,2020,5,10,1,11001,49,1
WA,2020,5,10,5,11005,57,1.2
WA,2020,5,10,9,11009,178,2.4
WA,2020,5,10,13,11013,85,1.5
WA,2020,5,10,17,11017,59,1.5
WA,2020,5,10,2,11002,92,1.7
WA,2020,5,10,6,11006,1,1.8
WA,2020,5,10,10,11010,21,1.3
WA,2020,5,10,14,11014,15,1.8
WA,2020,5,10,18,11018,105,2.1
WA,2020,5,10,3,11003,198,2.1
WA,2020,5,10,7,11007,166,1.8
WA,2020,5,10,11,11011,88,1.1
WA,2020,5,10,15,11015,148,1.8
WA,2020,5,10,19,11019,201,1.4
WA,2020,5,10,4,11004,96,1.5
WA,2020,5,10,8,11008,101,1.7
WA,2020,5,10,12,11012,142,
WA,2020,5,10,16,11016,202,1.9
WA,2020,5,10,20,11020,153,2
WA,2020,5,11,1,11101,167,2.6
WA,2020,5,11,5,11105,2,2.1
WA,2020,5,11,9,11109,9,1
WA,2020,5,11,13,11113,60,2.2222222222
WA,2020,5,11,17,11117,201,2
WA,2020,5,11,2,11102,202,2.7
WA,2020,5,11,6,11106,109,1.6
WA,2020,5,11,10,11110,147,2.1
WA,2020,5,11,14,11114,157,2.3
WA,2020,5,11,18,11118,65,1.8
WA,2020,5,11,3,11103,134,2
WA,2020,5,11,7,11107,83,1.1
WA,2020,5,11,11,11111,168,1.9
WA,2020,5,11,15,11115,62,1.8
WA,2020,5,11,19,11119,30,1.4
WA,2020,5,11,4,11104,152,1.5
WA,2020,5,11,8,11108,39,
WA,2020,5,11,12,11112,160,2.4
WA,2020,5,11,16,11116,81,
WA,2020,5,11,20,11120,144,2.2
