Location,Year,Cut,Block,Position,ID,Treatment,P_Height,DM_Pct,Yield_MgHa
WA,2020,1,4,15,10415,68,24.6,17.61,6.5974004276
WA,2020,1,4,19,10419,61,26.7,18.17,5.5143505903
WA,2020,1,4,4,10404,22,22.6,19.35,6.1350288502
WA,2020,1,4,8,10408,56,23.8,19.01,4.0993475888
WA,2020,1,4,12,10412,94,28.1,18.45,6.6052888204
WA,2020,1,4,16,10416,196,28.6,17.15,7.6650506599
WA,2020,1,4,20,10420,179,26.1,18.65,7.4590825755
WA,2020,1,5,1,10501,124,19.2,18.79,3.3548877115
WA,2020,1,5,5,10505,181,26,19.31,7.4247693844
WA,2020,1,5,9,10509,127,26.1,16.95,4.993416611
WA,2020,1,5,13,10513,99,26.1,17.61,6.9760959379
WA,2020,1,5,17,10517,130,21.5,18.60,3.448368
WA,2020,1,5,2,10502,174,28.2,17.01,9.3131131149
WA,2020,1,5,6,10506,108,26,18.31,6.6818734191
WA,2020,1,5,10,10510,17,21.7,20.10,5.1381615271
WA,2020,1,5,14,10514,202,24.9,18.60,8.4045742074
WA,2020,1,5,18,10518,87,23.1,20.23,5.666324568
WA,2020,1,5,3,10503,128,25.7,19.10,6.169054277
WA,2020,1,5,7,10507,14,24.1,19.73,6.7176791017
WA,2020,1,5,11,10511,172,27.9,17.66,7.5472013882
WA,2020,1,5,15,10515,67,23.6,18.80,5.1540994128
WA,2020,1,5,19,10519,161,24.6,18.37,7.7959005002
WA,2020,1,5,4,10504,103,28.2,19.10,8.7404665726
WA,2020,1,5,8,10508,201,27.4,19.16,8.0565208665
WA,2020,1,5,12,10512,23,26.3,17.47,7.7891458207
WA,2020,1,5,16,10516,138,24.8,17.26,5.9967862605
WA,2020,1,5,20,10520,106,27.1,19.21,7.8163364241
WA,2020,1,6,1,10601,188,27.2,19.21,6.3741088875
WA,2020,1,6,5,10605,154,27.8,18.40,6.3387566678
WA,2020,1,6,9,10609,183,26.1,19.29,5.9089434732
WA,2020,1,6,13,10613,201,27.2,17.80,5.4532392688
WA,2020,1,6,17,10617,71,24.6,20.02,7.0923296392
WA,2020,1,6,2,10602,151,25.9,18.76,7.6502354408
WA,2020,1,6,6,10606,5,28.8,19.29,5.7770671669
WA,2020,1,6,10,10610,117,23.1,19.30,6.3456680356
WA,2020,1,6,14,10614,46,23.8,16.61,6.3860986047
WA,2020,1,6,18,10618,41,21.4,18.34,4.510703845
WA,2020,1,6,3,10603,19,25.9,17.73,6.7801499634
WA,2020,1,6,7,10607,80,25.9,18.34,5.9941707967
WA,2020,1,6,11,10611,118,25.4,18.28,5.7447139383
WA,2020,1,6,15,10615,113,24.7,17.99,6.7042679448
WA,2020,1,6,19,10619,95,25.1,18.17,6.204551436
WA,2020,1,6,4,10604,202,27.5,19.62,9.3231917894
WA,2020,1,6,8,10608,176,24.3,18.07,7.8102545826
WA,2020,1,6,12,10612,79,27.1,17.25,6.6805446271
WA,2020,1,6,16,10616,25,20.5,18.47,4.9015521454
WA,2020,1,6,20,10620,171,26.2,17.63,8.1893273576
WA,2020,1,7,1,10701,38,23.5,17.40,4.2280540098
WA,2020,1,7,5,10705,72,24.4,17.90,5.0989039251
WA,2020,1,7,9,10709,27,22.4,18.36,4.5693544374
WA,2020,1,7,13,10713,8,19.7,17.41,3.1603001492
WA,2020,1,7,17,10717,18,21.1,19.58,3.0371139681
WA,2020,1,7,2,10702,202,25.3,17.93,8.1532739073
WA,2020,1,7,6,10706,11,23.4,18.70,4.1414073191
WA,2020,1,7,10,10710,45,21.2,18.87,3.7752664355
WA,2020,1,7,14,10714,51,24,19.75,5.2213723315
WA,2020,1,7,18,10718,129,18.8,19.80,3.3031380956
WA,2020,1,7,3,10703,150,26,16.61,7.3756467282
WA,2020,1,7,7,10707,135,21.3,16.35,3.7162711385
WA,2020,1,7,11,10711,64,22.4,18.98,3.9261253238
WA,2020,1,7,15,10715,201,27.2,19.33,8.1681783554
WA,2020,1,7,19,10719,74,22.4,16.21,3.8443366276
WA,2020,1,7,4,10704,143,24,17.20,6.4106936827
WA,2020,1,7,8,10708,54,29.6,20.22,6.3332575009
WA,2020,1,7,12,10712,163,29.8,18.64,7.4735135382
WA,2020,1,7,16,10716,192,31.4,18.38,7.9104244762
WA,2020,1,7,20,10720,70,27.1,20.12,6.4186694612
WA,2020,1,8,1,10801,170,26.4,18.22,5.9918117414
WA,2020,1,8,5,10805,44,20.7,17.72,3.1987433739
WA,2020,1,8,9,10809,10,22.9,18.25,4.541518441
WA,2020,1,8,13,10813,75,26.4,14.99,1.8867589245
WA,2020,1,8,17,10817,202,25.5,19.36,5.7231784446
WA,2020,1,8,2,10802,112,21.9,17.51,4.6135942849
WA,2020,1,8,6,10806,180,24.4,20.54,6.1339513541
WA,2020,1,8,10,10810,169,23.9,18.02,6.7687204094
WA,2020,1,8,14,10814,28,21.1,17.88,4.3790750106
WA,2020,1,8,18,10818,48,19.4,21.16,3.0766301477
WA,2020,1,8,3,10803,93,30,17.96,6.0619338701
WA,2020,1,8,7,10807,137,23.9,17.89,4.5919455164
WA,2020,1,8,11,10811,141,27.4,17.70,4.9393597485
WA,2020,1,8,15,10815,47,24.8,20.26,4.7445389159
WA,2020,1,8,19,10819,42,24.9,17.83,5.7417944158
WA,2020,1,8,4,10804,98,25,18.77,5.4407509518
WA,2020,1,8,8,10808,193,30.5,18.52,8.293824
WA,2020,1,8,12,10812,58,24.2,20.06,5.0109448199
WA,2020,1,8,16,10816,201,14.9,19.34,7.3408752846
WA,2020,1,8,20,10820,194,30.2,18.31,7.1117992337
WA,2020,1,9,1,10901,97,21.9,17.43,3.5545489002
WA,2020,1,9,5,10905,184,25.9,19.48,6.2521599191
WA,2020,1,9,9,10909,4,22.3,19.41,4.1472329684
WA,2020,1,9,13,10913,132,21.8,16.94,3.6194699257
WA,2020,1,9,17,10917,86,20.8,19.31,4.070033024
WA,2020,1,9,2,10902,31,19.8,20.55,3.9307708582
WA,2020,1,9,6,10906,16,21.3,19.07,4.9298129323
WA,2020,1,9,10,10910,202,26.2,18.88,7.5520956761
WA,2020,1,9,14,10914,122,23.9,19.94,6.3429729842
WA,2020,1,9,18,10918,20,22.8,21.12,5.3790860528
WA,2020,1,9,3,10903,63,22.3,19.77,6.4630040838
WA,2020,1,9,7,10907,201,24.7,19.77,6.2307530184
WA,2020,1,9,11,10911,102,27.1,19.39,6.5664201145
WA,2020,1,9,15,10915,173,25.4,17.40,7.0644627404
WA,2020,1,9,19,10919,175,25.5,18.26,7.7312218855
WA,2020,1,9,4,10904,110,25.9,20.58,8.8958139681
WA,2020,1,9,8,10908,55,27.4,21.32,5.8651060151
WA,2020,1,9,12,10912,7,26.5,19.29,5.6269949585
WA,2020,1,9,16,10916,155,29.5,20.27,7.850927389
WA,2020,1,9,20,10920,187,28.9,20.48,8.4913345462
WA,2020,1,10,1,11001,49,24.2,18.24,5.1782018046
WA,2020,1,10,5,11005,57,22.5,19.30,5.0845850636
WA,2020,1,10,9,11009,178,29,17.38,7.1410689542
WA,2020,1,10,13,11013,85,26.1,18.02,5.3283516059
WA,2020,1,10,17,11017,59,19.2,18.52,4.3181288692
WA,2020,1,10,2,11002,92,29,21.04,6.5289676335
WA,2020,1,10,6,11006,1,22.9,20.23,4.9744657592
WA,2020,1,10,10,11010,21,19,19.22,4.2951438651
WA,2020,1,10,14,11014,15,21.8,18.37,5.1634452984
WA,2020,1,10,18,11018,105,23.4,19.62,7.0268104481
WA,2020,1,10,3,11003,198,25.3,19.05,6.4689600765
WA,2020,1,10,7,11007,166,25,20.02,5.8009857231
WA,2020,1,10,11,11011,88,19.4,20.34,4.1884002305
WA,2020,1,10,15,11015,148,25.2,19.16,6.8804204079
WA,2020,1,10,19,11019,201,25.4,18.82,6.1322081061
WA,2020,1,10,4,11004,96,27.4,18.56,6.4301817619
WA,2020,1,10,8,11008,101,24.8,19.85,7.3215013672
WA,2020,1,10,12,11012,142,19.4,18.81,5.8366950251
WA,2020,1,10,16,11016,202,27.9,21.04,8.231785513
WA,2020,1,10,20,11020,153,24.9,20.01,7.5746867811
WA,2020,1,11,1,11101,167,28.2,19.42,7.1256476223
WA,2020,1,11,5,11105,2,25.9,19.93,6.1854516706
WA,2020,1,11,9,11109,9,24.6,18.19,6.5845601684
WA,2020,1,11,13,11113,60,27.6,19.92,6.6858296195
WA,2020,1,11,17,11117,201,26.7,18.96,6.3453657624
WA,2020,1,11,2,11102,202,25.5,20.21,7.6909757962
WA,2020,1,11,6,11106,109,23.4,20.23,6.8698839481
WA,2020,1,11,10,11110,147,25.8,18.98,6.8142587399
WA,2020,1,11,14,11114,157,29.3,19.61,6.7934766995
WA,2020,1,11,18,11118,65,24.9,20.26,6.3860291803
WA,2020,1,11,3,11103,134,25.5,19.27,6.9374185459
WA,2020,1,11,7,11107,83,21.7,21.66,6.0240095595
WA,2020,1,11,11,11111,168,25.1,19.13,6.122246131
WA,2020,1,11,15,11115,62,25.5,21.05,6.368628503
WA,2020,1,11,19,11119,30,24,17.47,5.1481471637
WA,2020,1,11,4,11104,152,19.6,18.37,4.7132045805
WA,2020,1,11,8,11108,39,21.5,19.63,5.0947129886
WA,2020,1,11,12,11112,160,29.6,21.13,8.8663475837
WA,2020,1,11,16,11116,81,22.3,19.20,6.8950307487
WA,2020,1,11,20,11120,144,22.9,18.67,6.9417216
WA,2020,2,1,1,10101,123,15.7,,3.930064512
WA,2020,2,1,5,10105,126,13.8,,1.8595915008
WA,2020,2,1,9,10109,77,13.8,,1.9746177792
WA,2020,2,1,13,10113,133,13.7,,1.6487099904
WA,2020,2,1,17,10117,37,15,,1.3803153408
WA,2020,2,1,2,10102,29,13.6,,2.108815104
WA,2020,2,1,6,10106,191,21.8,,3.546643584
WA,2020,2,1,10,10110,69,22.5,,4.2751433472
WA,2020,2,1,14,10114,125,15.2,,1.8979335936
WA,2020,2,1,18,10118,13,15.5,,2.5114070784
WA,2020,2,1,3,10103,162,21.1,,4.601051136
WA,2020,2,1,7,10107,159,22.8,,4.7927616
WA,2020,2,1,11,10111,121,21.5,,3.8533803264
WA,2020,2,1,15,10115,202,14.7,,3.3616429862
WA,2020,2,1,19,10119,116,14.5,,3.067367424
WA,2020,2,1,4,10104,201,17.8,,3.5830685722
WA,2020,2,1,8,10108,139,14.3,,2.971512192
WA,2020,2,1,12,10112,84,17.2,,3.9492355584
WA,2020,2,1,16,10116,32,18.2,,3.2974199808
WA,2020,2,1,20,10120,164,17.6,,4.8311036928
WA,2020,2,2,1,10201,35,22.2,,2.7606306816
WA,2020,2,2,5,10205,202,19.4,,2.7577550246
WA,2020,2,2,9,10209,158,20.7,,5.27203776
WA,2020,2,2,13,10213,82,19.6,,2.7222885888
WA,2020,2,2,17,10217,6,20.9,,3.3932752128
WA,2020,2,2,2,10202,146,23.3,,5.5020903168
WA,2020,2,2,6,10206,104,17.2,,3.7239757632
WA,2020,2,2,10,10210,195,20.3,,4.5627090432
WA,2020,2,2,14,10214,201,18,,3.3213837888
WA,2020,2,2,18,10218,52,12.6,,1.6678810368
WA,2020,2,2,3,10203,43,14.7,,2.4347228928
WA,2020,2,2,7,10207,76,14.2,,3.4316173056
WA,2020,2,2,11,10211,78,19.7,,3.2015647488
WA,2020,2,2,15,10215,34,22.3,,6.2881032192
WA,2020,2,2,19,10219,90,13.1,,2.204670336
WA,2020,2,2,4,10204,24,14.3,,2.6456044032
WA,2020,2,2,8,10208,107,20.9,,5.1953535744
WA,2020,2,2,12,10212,3,22.1,,4.217630208
WA,2020,2,2,16,10216,156,23.6,,4.601051136
WA,2020,2,2,20,10220,140,17.3,,3.7000119552
WA,2020,2,3,1,10301,91,21.2,,5.463748224
WA,2020,2,3,5,10305,119,15.3,,1.8020783616
WA,2020,2,3,9,10309,114,16.4,,2.300525568
WA,2020,2,3,13,10313,66,20,,2.492236032
WA,2020,2,3,17,10317,26,17.8,,2.2430124288
WA,2020,2,3,2,10302,201,19,,3.6233277696
WA,2020,2,3,6,10306,189,21.2,,4.7544195072
WA,2020,2,3,10,10310,50,16.7,,2.2621834752
WA,2020,2,3,14,10314,12,11.2,,1.150262784
WA,2020,2,3,18,10318,182,18.4,,3.9492355584
WA,2020,2,3,3,10303,40,14.7,,3.2015647488
WA,2020,2,3,7,10307,145,18.5,,3.6808409088
WA,2020,2,3,11,10311,111,19.4,,3.35493312
WA,2020,2,3,15,10315,197,21.7,,4.1601170688
WA,2020,2,3,19,10319,33,16.8,,3.9875776512
WA,2020,2,3,4,10304,177,18.7,,4.4285117184
WA,2020,2,3,8,10308,186,18.5,,3.0098542848
WA,2020,2,3,12,10312,202,17.5,,3.7642349606
WA,2020,2,3,16,10316,185,21.7,,5.1570114816
WA,2020,2,3,20,10320,36,18.2,,2.108815104
WA,2020,2,4,1,10401,149,18.4,,2.8948280064
WA,2020,2,4,5,10405,53,18.8,,3.35493312
WA,2020,2,4,9,10409,73,20.1,,3.6041567232
WA,2020,2,4,13,10413,201,14.9,,2.657107031
WA,2020,2,4,17,10417,100,13.1,,1.1886048768
WA,2020,2,4,2,10402,115,13.4,,2.204670336
WA,2020,2,4,6,10406,165,19.8,,5.2912088064
WA,2020,2,4,10,10410,131,21.6,,3.5083014912
WA,2020,2,4,14,10414,190,19.8,,4.2368012544
WA,2020,2,4,18,10418,120,17.3,,2.0321309184
WA,2020,2,4,3,10403,136,12.8,,1.533683712
WA,2020,2,4,7,10407,202,19.9,,4.5694189094
WA,2020,2,4,11,10411,89,22.1,,3.5849856768
WA,2020,2,4,15,10415,68,14.5,,3.3357620736
WA,2020,2,4,19,10419,61,19.2,,2.7577550246
WA,2020,2,4,4,10404,22,14.8,,2.6264333568
WA,2020,2,4,8,10408,56,22.6,,2.8181438208
WA,2020,2,4,12,10412,94,23,,5.1186693888
WA,2020,2,4,16,10416,196,23.6,,5.1953535744
WA,2020,2,4,20,10420,179,21.9,,4.4668538112
WA,2020,2,5,1,10501,124,15.6,,1.7445652224
WA,2020,2,5,5,10505,181,22.8,,4.9269589248
WA,2020,2,5,9,10509,127,16.6,,2.1854992896
WA,2020,2,5,13,10513,99,18.8,,3.6233277696
WA,2020,2,5,17,10517,130,16.1,,1.0927496448
WA,2020,2,5,2,10502,174,17.7,,5.0994983424
WA,2020,2,5,6,10506,108,17.5,,2.779801728
WA,2020,2,5,10,10510,17,13.7,,1.629538944
WA,2020,2,5,14,10514,202,19.1,,4.388252521
WA,2020,2,5,18,10518,87,18.8,,2.4155518464
WA,2020,2,5,3,10503,128,18.5,,2.5689202176
WA,2020,2,5,7,10507,14,16.6,,3.0290253312
WA,2020,2,5,11,10511,172,19.7,,4.4860248576
WA,2020,2,5,15,10515,67,20.1,,2.9331700992
WA,2020,2,5,19,10519,161,19.3,,3.8150382336
WA,2020,2,5,4,10504,103,22.8,,4.9077878784
WA,2020,2,5,8,10508,201,20,,4.1466973363
WA,2020,2,5,12,10512,23,20.3,,4.121774976
WA,2020,2,5,16,10516,138,14.4,,2.87565696
WA,2020,2,5,20,10520,106,18.9,,4.217630208
WA,2020,2,6,1,10601,188,22.3,,4.1409460224
WA,2020,2,6,5,10605,154,16.9,,2.5305781248
WA,2020,2,6,9,10609,183,20.7,,3.3165910272
WA,2020,2,6,13,10613,201,16.3,,1.9928302733
WA,2020,2,6,17,10617,71,13.3,,1.8979335936
WA,2020,2,6,2,10602,151,19,,3.738354048
WA,2020,2,6,6,10606,5,22.4,,3.546643584
WA,2020,2,6,10,10610,117,15.1,,2.3388676608
WA,2020,2,6,14,10614,46,13.6,,0.9393812736
WA,2020,2,6,18,10618,41,16.9,,1.7637362688
WA,2020,2,6,3,10603,19,19.4,,3.7000119552
WA,2020,2,6,7,10607,80,21.3,,3.7766961408
WA,2020,2,6,11,10611,118,17.5,,2.9906832384
WA,2020,2,6,15,10615,113,15,,2.8564859136
WA,2020,2,6,19,10619,95,19.9,,3.0481963776
WA,2020,2,6,4,10604,202,21.6,,4.3077341261
WA,2020,2,6,8,10608,176,22.5,,4.7544195072
WA,2020,2,6,12,10612,79,15.3,,2.4730649856
WA,2020,2,6,16,10616,25,19.7,,3.7191830016
WA,2020,2,6,20,10620,171,21.3,,4.9653010176
WA,2020,2,7,1,10701,38,13.9,,1.6678810368
WA,2020,2,7,5,10705,72,13.9,,1.9362756864
WA,2020,2,7,9,10709,27,12.5,,1.1310917376
WA,2020,2,7,13,10713,8,8.4,,0.5943024384
WA,2020,2,7,17,10717,18,14.1,,1.3803153408
WA,2020,2,7,2,10702,202,17.9,,4.1869565338
WA,2020,2,7,6,10706,11,13.4,,1.4953416192
WA,2020,2,7,10,10710,45,14.7,,1.5528547584
WA,2020,2,7,14,10714,51,13.9,,1.7062231296
WA,2020,2,7,18,10718,129,14.7,,0.9968944128
WA,2020,2,7,3,10703,150,17.9,,4.025919744
WA,2020,2,7,7,10707,135,14.3,,1.6487099904
WA,2020,2,7,11,10711,64,15.7,,1.4761705728
WA,2020,2,7,15,10715,201,15.5,,3.0395694067
WA,2020,2,7,19,10719,74,12,,1.0735785984
WA,2020,2,7,4,10704,143,18.3,,3.450788352
WA,2020,2,7,8,10708,54,20.6,,5.0228141568
WA,2020,2,7,12,10712,163,17,,3.9108934656
WA,2020,2,7,16,10716,192,19.3,,5.2912088064
WA,2020,2,7,20,10720,70,19.6,,4.4476827648
WA,2020,2,8,1,10801,170,17.9,,3.4699593984
WA,2020,2,8,5,10805,44,14.7,,1.509719904
WA,2020,2,8,9,10809,10,15.1,,1.5720258048
WA,2020,2,8,13,10813,75,8.7,,0.6134734848
WA,2020,2,8,17,10817,202,15.8,,3.019439808
WA,2020,2,8,2,10802,112,14.4,,1.3889423117
WA,2020,2,8,6,10806,180,16.7,,2.4347228928
WA,2020,2,8,10,10810,169,17.8,,4.0450907904
WA,2020,2,8,14,10814,28,13.1,,0.766841856
WA,2020,2,8,18,10818,48,13,,0.8435260416
WA,2020,2,8,3,10803,93,15.9,,2.7031175424
WA,2020,2,8,7,10807,137,15.1,,1.533683712
WA,2020,2,8,11,10811,141,19.4,,3.35493312
WA,2020,2,8,15,10815,47,15.2,,1.8595915008
WA,2020,2,8,19,10819,42,12.8,,1.1886048768
WA,2020,2,8,4,10804,98,18.1,,2.971512192
WA,2020,2,8,8,10808,193,21.4,,5.7896560128
WA,2020,2,8,12,10812,58,14.3,,1.8595915008
WA,2020,2,8,16,10816,201,15.5,,3.6837165658
WA,2020,2,8,20,10820,194,17.5,,4.3518275328
WA,2020,2,9,1,10901,97,15,,0.766841856
WA,2020,2,9,5,10905,184,17.7,,2.7222885888
WA,2020,2,9,9,10909,4,12.7,,1.054407552
WA,2020,2,9,13,10913,132,13.2,,1.3228022016
WA,2020,2,9,17,10917,86,14.9,,1.8404204544
WA,2020,2,9,2,10902,31,15.2,,0.95855232
WA,2020,2,9,6,10906,16,13.4,,1.1310917376
WA,2020,2,9,10,10910,202,17,,3.3213837888
WA,2020,2,9,14,10914,122,15.6,,2.3388676608
WA,2020,2,9,18,10918,20,14.4,,1.6870520832
WA,2020,2,9,3,10903,63,12.6,,1.3803153408
WA,2020,2,9,7,10907,201,14.7,,2.153867063
WA,2020,2,9,11,10911,102,16.3,,3.259077888
WA,2020,2,9,15,10915,173,16.9,,4.121774976
WA,2020,2,9,19,10919,175,16,,4.121774976
WA,2020,2,9,4,10904,110,19.1,,4.601051136
WA,2020,2,9,8,10908,55,20.6,,3.8917224192
WA,2020,2,9,12,10912,7,18.4,,2.3196966144
WA,2020,2,9,16,10916,155,19.7,,4.9461299712
WA,2020,2,9,20,10920,187,18.3,,4.7352484608
WA,2020,2,10,1,11001,49,15.7,,2.3196966144
WA,2020,2,10,5,11005,57,15.7,,1.6678810368
WA,2020,2,10,9,11009,178,19.2,,5.3487219456
WA,2020,2,10,13,11013,85,16.5,,2.2430124288
WA,2020,2,10,17,11017,59,14.8,,2.3963808
WA,2020,2,10,2,11002,92,20.9,,3.3741041664
WA,2020,2,10,6,11006,1,19.6,,2.6264333568
WA,2020,2,10,10,11010,21,14.9,,1.4953416192
WA,2020,2,10,14,11014,15,16.5,,2.1663282432
WA,2020,2,10,18,11018,105,16.2,,3.2782489344
WA,2020,2,10,3,11003,198,18.8,,4.1409460224
WA,2020,2,10,7,11007,166,17.4,,3.642498816
WA,2020,2,10,11,11011,88,15.5,,1.43782848
WA,2020,2,10,15,11015,148,15.3,,2.9906832384
WA,2020,2,10,19,11019,201,15.8,,2.1136078656
WA,2020,2,10,4,11004,96,16,,2.2621834752
WA,2020,2,10,8,11008,101,18.8,,3.0098542848
WA,2020,2,10,12,11012,142,8.1,,0.9777233664
WA,2020,2,10,16,11016,202,18.4,,3.5830685722
WA,2020,2,10,20,11020,153,17.9,,2.7989727744
WA,2020,2,11,1,11101,167,18.4,,4.4668538112
WA,2020,2,11,5,11105,2,20.5,,4.1409460224
WA,2020,2,11,9,11109,9,14.1,,1.8979335936
WA,2020,2,11,13,11113,60,18.5,,3.9875776512
WA,2020,2,11,17,11117,201,15.7,,2.8986622157
WA,2020,2,11,2,11102,202,17.6,,3.6031981709
WA,2020,2,11,6,11106,109,14.1,,2.0704730112
WA,2020,2,11,10,11110,147,15.9,,3.5083014912
WA,2020,2,11,14,11114,157,17.4,,3.163222656
WA,2020,2,11,18,11118,65,18.5,,4.2943143936
WA,2020,2,11,3,11103,134,17.3,,3.1440516096
WA,2020,2,11,7,11107,83,16.8,,2.5689202176
WA,2020,2,11,11,11111,168,18.3,,4.5243669504
WA,2020,2,11,15,11115,62,17.7,,3.2974199808
WA,2020,2,11,19,11119,30,17.3,,2.108815104
WA,2020,2,11,4,11104,152,15.1,,1.9937888256
WA,2020,2,11,8,11108,39,13.9,,1.7062231296
WA,2020,2,11,12,11112,160,20.1,,5.5979455488
WA,2020,2,11,16,11116,81,16.3,,2.779801728
WA,2020,2,11,20,11120,144,16.6,,2.8986622157
WA,2020,3,1,1,10101,123,18.5,,4.295318016
WA,2020,3,1,5,10105,126,14.9,,3.1433918208
WA,2020,3,1,9,10109,77,15.3,,2.6748116736
WA,2020,3,1,13,10113,133,15.1,,2.5576666368
WA,2020,3,1,17,10117,37,14.8,,2.342900736
WA,2020,3,1,2,10102,29,14,,2.245279872
WA,2020,3,1,6,10106,191,17.3,,3.5533994496
WA,2020,3,1,10,10110,69,21,,3.8657862144
WA,2020,3,1,14,10114,125,13.8,,2.1086106624
WA,2020,3,1,18,10118,13,15.5,,2.8114808832
WA,2020,3,1,3,10103,162,20.3,,4.588180608
WA,2020,3,1,7,10107,159,20.8,,4.6272289536
WA,2020,3,1,11,10111,121,18.2,,4.1586488064
WA,2020,3,1,15,10115,202,16.9,,3.6695682778
WA,2020,3,1,19,10119,116,16.4,,3.7486411776
WA,2020,3,1,4,10104,201,18.7,,3.2800610304
WA,2020,3,1,8,10108,139,19.9,,3.3776818944
WA,2020,3,1,12,10112,84,22.8,,3.5924477952
WA,2020,3,1,16,10116,32,19.6,,4.0219795968
WA,2020,3,1,20,10120,164,18,,5.466768384
WA,2020,3,2,1,10201,35,21.3,,3.0652951296
WA,2020,3,2,5,10205,202,17.7,,2.7265507315
WA,2020,3,2,9,10209,158,19.7,,4.7638981632
WA,2020,3,2,13,10213,82,17.5,,2.92862592
WA,2020,3,2,17,10217,6,20.5,,2.6552875008
WA,2020,3,2,2,10202,146,24.2,,5.271526656
WA,2020,3,2,6,10206,104,18.3,,4.1205766694
WA,2020,3,2,10,10210,195,19.7,,4.2562696704
WA,2020,3,2,14,10214,201,18.4,,3.2800610304
WA,2020,3,2,18,10218,52,13.6,,2.2257556992
WA,2020,3,2,3,10203,43,14.4,,3.1824401664
WA,2020,3,2,7,10207,76,16.9,,3.2019643392
WA,2020,3,2,11,10211,78,15.5,,2.9481500928
WA,2020,3,2,15,10215,34,23.4,,5.173905792
WA,2020,3,2,19,10219,90,16,,2.4600457728
WA,2020,3,2,4,10204,24,15.7,,3.2019643392
WA,2020,3,2,8,10208,107,21.8,,4.783422336
WA,2020,3,2,12,10212,3,22.4,,3.9243587328
WA,2020,3,2,16,10216,156,19.7,,4.1391246336
WA,2020,3,2,20,10220,140,18,,3.5729236224
WA,2020,3,3,1,10301,91,20,,4.4319872256
WA,2020,3,3,5,10305,119,20.7,,2.1281348352
WA,2020,3,3,9,10309,114,19.4,,2.635763328
WA,2020,3,3,13,10313,66,20.3,,2.1867073536
WA,2020,3,3,17,10317,26,16.7,,2.1867073536
WA,2020,3,3,2,10302,201,19.7,,3.6285675149
WA,2020,3,3,6,10306,189,22.7,,4.588180608
WA,2020,3,3,10,10310,50,14.6,,2.538142464
WA,2020,3,3,14,10314,12,13.4,,1.9328931072
WA,2020,3,3,18,10318,182,18.9,,3.6705444864
WA,2020,3,3,3,10303,40,16.8,,3.3972060672
WA,2020,3,3,7,10307,145,16.4,,3.807213696
WA,2020,3,3,11,10311,111,17.8,,3.6314961408
WA,2020,3,3,15,10315,197,22.2,,4.100076288
WA,2020,3,3,19,10319,33,15.5,,2.8114808832
WA,2020,3,3,4,10304,177,19.6,,4.6662772992
WA,2020,3,3,8,10308,186,19.4,,3.5729236224
WA,2020,3,3,12,10312,202,17.3,,4.4690831539
WA,2020,3,3,16,10316,185,22.5,,5.0372365824
WA,2020,3,3,20,10320,36,16.8,,4.3148421888
WA,2020,3,4,1,10401,149,20.1,,2.4990941184
WA,2020,3,4,5,10405,53,18.8,,2.4600457728
WA,2020,3,4,9,10409,73,25.7,,2.5967149824
WA,2020,3,4,13,10413,201,20.1,,2.050038144
WA,2020,3,4,17,10417,100,15.8,,1.7962238976
WA,2020,3,4,2,10402,115,19.2,,2.4795699456
WA,2020,3,4,6,10406,165,21.7,,4.100076288
WA,2020,3,4,10,10410,131,22.2,,2.733384192
WA,2020,3,4,14,10414,190,22.1,,3.7486411776
WA,2020,3,4,18,10418,120,20.9,,2.2062315264
WA,2020,3,4,3,10403,136,14.7,,2.4990941184
WA,2020,3,4,7,10407,202,21.1,,4.2435789581
WA,2020,3,4,11,10411,89,25.5,,3.0652951296
WA,2020,3,4,15,10415,68,18.6,,3.2800610304
WA,2020,3,4,19,10419,61,23.3,,3.0340564531
WA,2020,3,4,4,10404,22,14.6,,2.831005056
WA,2020,3,4,8,10408,56,24,,2.3624249088
WA,2020,3,4,12,10412,94,23,,4.8419948544
WA,2020,3,4,16,10416,196,22.8,,4.8419948544
WA,2020,3,4,20,10420,179,20,,4.4515113984
WA,2020,3,5,1,10501,124,18.5,,1.9328931072
WA,2020,3,5,5,10505,181,24.2,,3.7681653504
WA,2020,3,5,9,10509,127,18.1,,2.5576666368
WA,2020,3,5,13,10513,99,20.3,,3.3581577216
WA,2020,3,5,17,10517,130,15.9,,1.4057404416
WA,2020,3,5,2,10502,174,19.9,,4.8224706816
WA,2020,3,5,6,10506,108,20,,2.9091017472
WA,2020,3,5,10,10510,17,15.3,,1.8157480704
WA,2020,3,5,14,10514,202,19.5,,3.8540717107
WA,2020,3,5,18,10518,87,22.6,,2.3233765632
WA,2020,3,5,3,10503,128,18.4,,2.7529083648
WA,2020,3,5,7,10507,14,16.5,,3.2410126848
WA,2020,3,5,11,10511,172,18.8,,4.3734147072
WA,2020,3,5,15,10515,67,18.3,,1.9914656256
WA,2020,3,5,19,10519,161,18.5,,3.7681653504
WA,2020,3,5,4,10504,103,24,,4.9200915456
WA,2020,3,5,8,10508,201,21.3,,4.4690831539
WA,2020,3,5,12,10512,23,19.4,,4.2562696704
WA,2020,3,5,16,10516,138,17.9,,3.4753027584
WA,2020,3,5,20,10520,106,22.2,,4.100076288
WA,2020,3,6,1,10601,188,17,,2.92862592
WA,2020,3,6,5,10605,154,15.9,,2.0695623168
WA,2020,3,6,9,10609,183,22.6,,2.831005056
WA,2020,3,6,13,10613,201,16.5,,2.1730404326
