Location,Year,Cut,Block,Position,ID,Treatment,MSC,DM_Pct,Height_inch,Yield_MgHa,FallDormancy_cm
OR,2018,1,2,4,30204,65,2.5,24.11,25,3.47,
OR,2018,1,2,5,30205,181,2.2,19.06,27,4.69,
OR,2018,1,2,6,30206,25,2.5,19.31,24,3.27,
OR,2018,1,2,7,30207,153,2.6,18.35,25,4.24,
OR,2018,1,2,8,30208,40,2.3,19.75,22,4.31,
OR,2018,1,2,9,30209,78,2.4,17.73,19,4.23,
OR,2018,1,2,10,30210,201,2.2,20.66,23,4.2,
OR,2018,1,2,11,30211,179,2.1,18.36,21,4.26,
OR,2018,1,2,12,30212,21,2.4,20.58,27,4.1,
OR,2018,1,2,13,30213,59,2.6,19.56,21,3.49,
OR,2018,1,2,14,30214,92,2.2,26.56,31,4.98,
OR,2018,1,2,15,30215,27,2.1,19.39,21,3.62,
OR,2018,1,2,16,30216,193,2.5,23.79,21,4.07,
OR,2018,1,2,17,30217,202,2.7,19.28,21,2.6,
OR,2018,1,2,18,30218,94,2.4,23.57,24,3.77,
OR,2018,1,2,19,30219,99,2.6,18.06,25,4.04,
OR,2018,1,2,20,30220,51,2.3,21.71,23,5.09,
OR,2018,1,3,1,30301,139,2,17.9,18,3.79,
OR,2018,1,3,2,30302,113,2.2,21.18,25,4.84,
OR,2018,1,3,3,30303,183,2.5,19.16,24,4.11,
OR,2018,1,3,4,30304,37,2,21.68,24,4.5,
OR,2018,1,3,5,30305,189,2.5,19.26,28,4.32,
OR,2018,1,3,6,30306,84,2,21.13,25,4.37,
OR,2018,1,3,7,30307,133,2.1,20.41,21,4.96,
OR,2018,1,3,8,30308,187,2.2,19.78,27,4.34,
OR,2018,1,3,9,30309,202,2.3,18.62,19,3.33,
OR,2018,1,3,10,30310,110,2.2,21.4,26,5.44,
OR,2018,1,3,11,30311,144,2.6,20.22,19,3.48,
OR,2018,1,3,12,30312,79,2.5,20.64,23,4.6,
OR,2018,1,3,13,30313,195,2.7,20.39,24,3.67,
OR,2018,1,3,14,30314,77,2.1,23.06,26,7.13,
OR,2018,1,3,15,30315,54,2.4,21.68,28,3.91,
OR,2018,1,3,16,30316,161,2.6,23.63,25,4.09,
OR,2018,1,3,17,30317,104,2.2,20.98,24,4.34,
OR,2018,1,3,18,30318,177,2,22.31,26,4.85,
OR,2018,1,3,19,30319,4,2.3,18.3,25,4.13,
OR,2018,1,3,20,30320,201,2.2,21.87,26,4.85,
OR,2018,1,4,1,30401,108,3,19.6,21,4.58,
OR,2018,1,4,2,30402,197,2,19.2,27,3.85,
OR,2018,1,4,3,30403,100,2.5,18.39,26,4.19,
OR,2018,1,4,4,30404,49,2,19.86,25,4.93,
OR,2018,1,4,5,30405,15,2.2,18.49,25,4.13,
OR,2018,1,4,6,30406,201,2.6,20.1,24,4.3,
OR,2018,1,4,7,30407,13,2.4,18.3,23,4.17,
OR,2018,1,4,8,30408,63,2,22.45,22,4.05,
OR,2018,1,4,9,30409,191,2.7,21.37,19,3.96,
OR,2018,1,4,10,30410,44,2.9,19.19,23,3.8,
OR,2018,1,4,11,30411,102,3,22.25,25,4.16,
OR,2018,1,4,12,30412,115,2,21.6,24,3.92,
OR,2018,1,4,13,30413,202,2.7,21.18,19,2.96,
OR,2018,1,4,14,30414,112,2.2,22.72,24,3.85,
OR,2018,1,4,15,30415,131,2.2,24.05,27,4.31,
OR,2018,1,4,16,30416,85,2.2,21.35,23,3.87,
OR,2018,1,4,17,30417,126,2.4,19.4,19,4.01,
OR,2018,1,4,18,30418,67,2.3,21.96,28,4.08,
OR,2018,1,4,19,30419,47,2.2,19.26,24,4.38,
OR,2018,1,4,20,30420,182,2.2,20.13,26,4.16,
OR,2018,1,5,1,30501,75,2.7,18.92,24,4.24,
OR,2018,1,5,2,30502,171,3.2,20.23,28,5.38,
OR,2018,1,5,3,30503,154,2.7,20.19,22,3.81,
OR,2018,1,5,4,30504,119,3.3,19.12,25,4.3,
OR,2018,1,5,5,30505,201,2.7,21.52,28,4.18,
OR,2018,1,5,6,30506,17,2,18.32,22,3.46,
OR,2018,1,5,7,30507,22,2.6,19.92,23,3.69,
OR,2018,1,5,8,30508,202,2.6,18.76,20,3.31,
OR,2018,1,5,9,30509,82,2.3,20.88,25,4.11,
OR,2018,1,5,10,30510,50,2.1,19.77,22,4.53,
OR,2018,1,5,11,30511,134,2.5,21.9,24,4.28,
OR,2018,1,5,12,30512,62,2.9,20.98,22,3.12,
OR,2018,1,5,13,30513,29,2.7,21.22,18,3.3,
OR,2018,1,5,14,30514,122,2.7,20.85,22,3.76,
OR,2018,1,5,15,30515,137,2.8,19.91,24,3.67,
OR,2018,1,5,16,30516,71,2.7,20.51,23,3.93,
OR,2018,1,5,17,30517,41,2.8,19.51,25,4.26,
OR,2018,1,5,18,30518,39,2.2,18.51,25,3.92,
OR,2018,1,5,19,30519,28,2.1,16.54,18,2.77,
OR,2018,1,5,20,30520,38,2.1,19.51,24,4.34,
OR,2018,1,6,1,30601,201,2.5,18.26,20,3.57,
OR,2018,1,6,2,30602,116,2,18.79,24,4.04,
OR,2018,1,6,3,30603,60,2.1,18.02,26,3.72,
OR,2018,1,6,4,30604,156,2.6,19.01,25,4.48,
OR,2018,1,6,5,30605,188,2.6,18.69,25,3.56,
OR,2018,1,6,6,30606,140,2,19.18,24,4.51,
OR,2018,1,6,7,30607,76,2.6,17.46,26,4.05,
OR,2018,1,6,8,30608,109,2,19.44,26,4.6,
OR,2018,1,6,9,30609,101,2.6,18.28,26,3.98,
OR,2018,1,6,10,30610,185,2.4,20.06,26,5.15,
OR,2018,1,6,11,30611,146,2.6,20.81,20,3.17,
OR,2018,1,6,12,30612,202,2.2,20.22,24,3.06,
OR,2018,1,6,13,30613,129,2.6,21.54,21,3.8,
OR,2018,1,6,14,30614,87,3.3,22.78,19,3.39,
OR,2018,1,6,15,30615,150,2.5,18.81,20,3.03,
OR,2018,1,6,16,30616,155,2.7,20.63,20,5.03,
OR,2018,1,6,17,30617,98,3,20.45,25,3.2,
OR,2018,1,6,18,30618,3,2.3,20.26,27,3.49,
OR,2018,1,6,19,30619,88,2.8,20.86,19,3.43,
OR,2018,1,6,20,30620,69,2,19.14,26,3.71,
OR,2018,1,7,1,30701,149,2.7,18.17,22,3.24,
OR,2018,1,7,2,30702,165,2.1,18.79,20,3.86,
OR,2018,1,7,3,30703,138,2.7,19.37,20,3.13,
OR,2018,1,7,4,30704,201,2.4,19.36,20,2.88,
OR,2018,1,7,5,30705,31,2.1,18.76,20,2.57,
OR,2018,1,7,6,30706,152,2.3,18.04,19,2.39,
OR,2018,1,7,7,30707,70,2.3,19.65,26,2.93,
OR,2018,1,7,8,30708,151,2.3,18.58,19,2.99,
OR,2018,1,7,9,30709,142,2.3,17.9,19,2.65,
OR,2018,1,7,10,30710,117,2.2,19.35,25,4.46,
OR,2018,1,7,11,30711,111,2.5,19.7,20,2.84,
OR,2018,1,7,12,30712,166,2.1,19.44,18,3.58,
OR,2018,1,7,13,30713,186,2.2,21.56,18,2.71,
OR,2018,1,7,14,30714,24,2.1,22.03,20,3.52,
OR,2018,1,7,15,30715,143,2.5,20.05,18,2.81,
OR,2018,1,7,16,30716,168,2.1,22.17,22,2.84,
OR,2018,1,7,17,30717,132,2.8,18.81,19,3.1,
OR,2018,1,7,18,30718,174,2.6,20.36,23,3.8,
OR,2018,1,7,19,30719,202,2.7,18.71,24,2.29,
OR,2018,1,7,20,30720,20,2,18.76,22,3.37,
OR,2018,1,8,1,30801,58,2.5,19.42,24,4.91,
OR,2018,1,8,2,30802,66,2.1,18.77,27,4.06,
OR,2018,1,8,3,30803,36,2.5,19.49,20,4.84,
OR,2018,1,8,4,30804,19,2.5,19.66,24,4.11,
OR,2018,1,8,5,30805,169,2.7,18.8,20,4.12,
OR,2018,1,8,6,30806,118,2.3,22.97,25,4.44,
OR,2018,1,8,7,30807,201,3.1,21.35,19,4.22,
OR,2018,1,8,8,30808,91,3,22.07,19,3.22,
OR,2018,1,8,9,30809,105,2.2,20.63,25,4.13,
OR,2018,1,8,10,30810,72,2.3,24.57,20,3.52,
OR,2018,1,8,11,30811,158,2.9,20.74,18,3.14,
OR,2018,1,8,12,30812,141,2.1,24.99,24,3.48,
OR,2018,1,8,13,30813,135,2.7,18.73,20,3.69,
OR,2018,1,8,14,30814,162,2.9,22.02,25,3.58,
OR,2018,1,8,15,30815,57,2.5,20.34,24,4.46,
OR,2018,1,8,16,30816,12,2.2,19.91,23,3.56,
OR,2018,1,8,17,30817,56,2,21.21,28,3.72,
OR,2018,1,8,18,30818,202,3.5,21.67,24,2.86,
OR,2018,1,8,19,30819,61,2.3,20.11,25,3.73,
OR,2018,1,8,20,30820,184,3.2,21.58,28,3.55,
OR,2018,1,9,1,30901,96,3.1,20.85,25,4.44,
OR,2018,1,9,2,30902,114,2.8,20.2,24,3.7,
OR,2018,1,9,3,30903,64,3.5,21.8,20,3.89,
OR,2018,1,9,4,30904,164,2.5,19.16,23,3.35,
OR,2018,1,9,5,30905,196,2.8,20.15,25,4.18,
OR,2018,1,9,6,30906,68,2.5,18.7,24,3.27,
OR,2018,1,9,7,30907,202,2.6,20.65,21,3.66,
OR,2018,1,9,8,30908,30,2.1,21.66,22,3.6,
OR,2018,1,9,9,30909,170,3.1,22.22,24,4.05,
OR,2018,1,9,10,30910,120,2.6,20.53,20,3.18,
OR,2018,1,9,11,30911,16,2.2,20.37,19,4.09,
OR,2018,1,9,12,30912,86,2.5,20.22,23,3.85,
OR,2018,1,9,13,30913,33,2.5,19.09,21,4.17,
OR,2018,1,9,14,30914,8,2.7,17.88,22,4.17,
OR,2018,1,9,15,30915,23,2.7,18.75,23,3.64,
OR,2018,1,9,16,30916,201,2.6,18.9,23,3.71,
OR,2018,1,9,17,30917,128,2.8,19.1,20,3.84,
OR,2018,1,9,18,30918,194,3.1,18.95,25,3.71,
OR,2018,1,9,19,30919,52,2.4,18.82,21,4.35,
OR,2018,1,9,20,30920,73,2.2,19.98,29,4.38,
OR,2018,1,10,1,31001,148,2.7,19.25,22,3.77,
OR,2018,1,10,2,31002,157,2.3,19.34,26,3.77,
OR,2018,1,10,3,31003,80,3,19.92,24,4.62,
OR,2018,1,10,4,31004,6,2.5,20.24,28,4.15,
OR,2018,1,10,5,31005,93,2.2,19.97,24,4.5,
OR,2018,1,10,6,31006,45,2.2,18.24,21,3.59,
OR,2018,1,10,7,31007,83,2.9,21.09,21,4.51,
OR,2018,1,10,8,31008,147,2.3,20.09,21,3.61,
OR,2018,1,10,9,31009,125,2.6,20.14,21,4.25,
OR,2018,1,10,10,31010,202,2.4,20.19,19,2.56,
OR,2018,1,10,11,31011,172,3.2,19.88,24,5.03,
OR,2018,1,10,12,31012,106,2.5,20.62,20,3.47,
OR,2018,1,10,13,31013,89,2.6,20.12,23,3.94,
OR,2018,1,10,14,31014,127,3,18.18,23,3.52,
OR,2018,1,10,15,31015,107,2.3,20.21,24,3.34,
OR,2018,1,10,16,31016,103,2.4,18.53,24,3.71,
OR,2018,1,10,17,31017,201,3.2,19.72,19,3.9,
OR,2018,1,10,18,31018,7,2.5,18.04,21,3.38,
OR,2018,1,10,19,31019,32,2.8,18.77,24,4.45,
OR,2018,1,10,20,31020,175,2.6,18.43,22,3.64,
OR,2018,1,11,1,31101,2,2.7,22.34,26,5.14,
OR,2018,1,11,2,31102,11,2.5,17.83,23,3.25,
OR,2018,1,11,3,31103,201,2.8,21.07,22,4.48,
OR,2018,1,11,4,31104,5,2.4,19.15,24,3.32,
OR,2018,1,11,5,31105,180,2.6,21.01,22,3.65,
OR,2018,1,11,6,31106,136,2.3,17.6,22,3.45,
OR,2018,1,11,7,31107,9,2.7,22.18,20,4.13,
OR,2018,1,11,8,31108,26,2.1,22.01,22,3.45,
OR,2018,1,11,9,31109,53,3.1,21.75,20,4.09,
OR,2018,1,11,10,31110,1,2.4,20.32,24,3.46,
OR,2018,1,11,11,31111,198,2.6,19.3,23,3.97,
OR,2018,1,11,12,31112,42,2.6,19.97,22,4.21,
OR,2018,1,11,13,31113,43,2.6,19.3,24,4.12,
OR,2018,1,11,14,31114,14,2.4,19.66,23,3.24,
OR,2018,1,11,15,31115,163,2.7,18.5,22,3.02,
OR,2018,1,11,16,31116,130,2.5,19.4,23,3.76,
OR,2018,1,11,17,31117,97,2.7,18.32,24,4.11,
OR,2018,1,11,18,31118,202,2.6,18.81,25,2.29,
OR,2018,1,11,19,31119,124,2.2,18.37,22,3.7,
OR,2018,1,11,20,31120,35,2.4,19.21,23,3.5,
OR,2018,2,1,1,30101,34,,,,5.24,
OR,2018,2,1,2,30102,90,,,,5.18,
OR,2018,2,1,3,30103,201,2.9,19.38,,5.74,
OR,2018,2,1,4,30104,55,,,,5.25,
OR,2018,2,1,5,30105,10,,,,5.71,
OR,2018,2,1,6,30106,192,,,,6.02,
OR,2018,2,1,7,30107,145,,,,6.51,
OR,2018,2,1,8,30108,48,,,,5.1,
OR,2018,2,1,9,30109,74,,,,6.01,
OR,2018,2,1,10,30110,159,,,,6.44,
OR,2018,2,1,11,30111,176,,,,6.24,
OR,2018,2,1,12,30112,95,,,,4.74,
OR,2018,2,1,13,30113,190,,,,5.73,
OR,2018,2,1,14,30114,81,,,,4.68,
OR,2018,2,1,15,30115,167,,,,5.61,
OR,2018,2,1,16,30116,123,,,,4.83,
OR,2018,2,1,17,30117,46,,,,5.68,
OR,2018,2,1,18,30118,160,,,,5.36,
OR,2018,2,1,19,30119,18,,,,5.2,
OR,2018,2,1,20,30120,202,3.4,19.94,,5.26,
OR,2018,2,2,1,30201,178,,,,6.77,
OR,2018,2,2,2,30202,121,,,,4.87,
OR,2018,2,2,3,30203,173,,,,6.4,
OR,2018,2,2,4,30204,65,,,,4.18,
OR,2018,2,2,5,30205,181,,,,5.49,
OR,2018,2,2,6,30206,25,,,,5.11,
OR,2018,2,2,7,30207,153,,,,6.23,
OR,2018,2,2,8,30208,40,,,,5.39,
OR,2018,2,2,9,30209,78,,,,6.03,
OR,2018,2,2,10,30210,201,3.3,19.46,,5.1,
OR,2018,2,2,11,30211,179,,,,5.77,
OR,2018,2,2,12,30212,21,,,,4.59,
OR,2018,2,2,13,30213,59,,,,5.23,
OR,2018,2,2,14,30214,92,,,,4.59,
OR,2018,2,2,15,30215,27,,,,4.84,
OR,2018,2,2,16,30216,193,,,,5.11,
OR,2018,2,2,17,30217,202,3.1,19.6,,6.01,
OR,2018,2,2,18,30218,94,,,,5.23,
OR,2018,2,2,19,30219,99,,,,5.3,
OR,2018,2,2,20,30220,51,,,,5.8,
OR,2018,2,3,1,30301,139,,,,5.41,
OR,2018,2,3,2,30302,113,,,,5.03,
OR,2018,2,3,3,30303,183,,,,5.67,
OR,2018,2,3,4,30304,37,,,,4.31,
OR,2018,2,3,5,30305,189,,,,5.81,
OR,2018,2,3,6,30306,84,,,,5.1,
OR,2018,2,3,7,30307,133,,,,6.18,
OR,2018,2,3,8,30308,187,,,,5.15,
OR,2018,2,3,9,30309,202,3,19.79,,5.83,
OR,2018,2,3,10,30310,110,,,,6.02,
OR,2018,2,3,11,30311,144,2.6,21.05,,5.26,
OR,2018,2,3,12,30312,79,,,,5.12,
OR,2018,2,3,13,30313,195,,,,4.29,
OR,2018,2,3,14,30314,77,,,,4.75,
OR,2018,2,3,15,30315,54,,,,3.21,
OR,2018,2,3,16,30316,161,,,,4.82,
OR,2018,2,3,17,30317,104,3.5,21.42,,4.72,
OR,2018,2,3,18,30318,177,,,,5.33,
OR,2018,2,3,19,30319,4,,,,4.37,
OR,2018,2,3,20,30320,201,2,19.47,,5.18,
OR,2018,2,4,1,30401,108,,,,5.73,
OR,2018,2,4,2,30402,197,,,,4.65,
OR,2018,2,4,3,30403,100,,,,4.98,
OR,2018,2,4,4,30404,49,,,,4.63,
OR,2018,2,4,5,30405,15,,,,5.16,
OR,2018,2,4,6,30406,201,3.3,21.22,,4.91,
OR,2018,2,4,7,30407,13,,,,4.8,
OR,2018,2,4,8,30408,63,,,,4.17,
OR,2018,2,4,9,30409,191,,,,5.36,
OR,2018,2,4,10,30410,44,2.8,20.1,,5.62,
OR,2018,2,4,11,30411,102,,,,5.9,
OR,2018,2,4,12,30412,115,,,,5.47,
OR,2018,2,4,13,30413,202,3.4,19.34,,5.72,
OR,2018,2,4,14,30414,112,2.6,18.79,,5.18,
OR,2018,2,4,15,30415,131,,,,5.28,
OR,2018,2,4,16,30416,85,,,,4.39,
OR,2018,2,4,17,30417,126,,,,5.51,
OR,2018,2,4,18,30418,67,,,,5.34,
OR,2018,2,4,19,30419,47,,,,5.21,
OR,2018,2,4,20,30420,182,,,,5.63,
OR,2018,2,5,1,30501,75,,,,5.39,
OR,2018,2,5,2,30502,171,,,,5.31,
OR,2018,2,5,3,30503,154,,,,5.99,
OR,2018,2,5,4,30504,119,,,,5.06,
OR,2018,2,5,5,30505,201,3.1,21.31,,5.95,
OR,2018,2,5,6,30506,17,,,,4.5,
OR,2018,2,5,7,30507,22,,,,5.45,
OR,2018,2,5,8,30508,202,3,20.11,,5.21,
OR,2018,2,5,9,30509,82,,,,5.57,
OR,2018,2,5,10,30510,50,,,,4.86,
OR,2018,2,5,11,30511,134,,,,5.11,
OR,2018,2,5,12,30512,62,,,,5.01,
OR,2018,2,5,13,30513,29,,,,4.53,
OR,2018,2,5,14,30514,122,,,,5.08,
OR,2018,2,5,15,30515,137,,,,5.01,
OR,2018,2,5,16,30516,71,,,,5.07,
OR,2018,2,5,17,30517,41,,,,5.74,
OR,2018,2,5,18,30518,39,,,,5.37,
OR,2018,2,5,19,30519,28,,,,4.38,
OR,2018,2,5,20,30520,38,,,,4.79,
OR,2018,2,6,1,30601,201,2.6,21.8,,5.03,
OR,2018,2,6,2,30602,116,,,,4.83,
OR,2018,2,6,3,30603,60,,,,6.2,
OR,2018,2,6,4,30604,156,,,,5.75,
OR,2018,2,6,5,30605,188,,,,5.26,
OR,2018,2,6,6,30606,140,,,,4.51,
OR,2018,2,6,7,30607,76,,,,4.99,
OR,2018,2,6,8,30608,109,,,,5,
OR,2018,2,6,9,30609,101,,,,5.53,
OR,2018,2,6,10,30610,185,,,,4.78,
OR,2018,2,6,11,30611,146,,,,5.41,
OR,2018,2,6,12,30612,202,3.2,18.47,,5.23,
OR,2018,2,6,13,30613,129,,,,5.75,
OR,2018,2,6,14,30614,87,,,,4.07,
OR,2018,2,6,15,30615,150,,,,5.22,
OR,2018,2,6,16,30616,155,,,,4.5,
OR,2018,2,6,17,30617,98,,,,5.12,
OR,2018,2,6,18,30618,3,,,,4.26,
OR,2018,2,6,19,30619,88,,,,5.06,
OR,2018,2,6,20,30620,69,,,,4.89,
OR,2018,2,7,1,30701,149,,,,4.77,
OR,2018,2,7,2,30702,165,,,,5.49,
OR,2018,2,7,3,30703,138,,,,4.05,
OR,2018,2,7,4,30704,201,2.7,19.35,,3.55,
OR,2018,2,7,5,30705,31,,,,4.34,
OR,2018,2,7,6,30706,152,,,,4.72,
OR,2018,2,7,7,30707,70,,,,4.35,
OR,2018,2,7,8,30708,151,,,,5.03,
OR,2018,2,7,9,30709,142,,,,4.03,
OR,2018,2,7,10,30710,117,,,,5.06,
OR,2018,2,7,11,30711,111,,,,4.55,
OR,2018,2,7,12,30712,166,,,,5.39,
OR,2018,2,7,13,30713,186,,,,4.1,
OR,2018,2,7,14,30714,24,,,,4.74,
OR,2018,2,7,15,30715,143,,,,5.52,
OR,2018,2,7,16,30716,168,,,,4.05,
OR,2018,2,7,17,30717,132,,,,5.37,
OR,2018,2,7,18,30718,174,,,,5.95,
OR,2018,2,7,19,30719,202,2.7,21.09,,5.4,
OR,2018,2,7,20,30720,20,,,,5.04,
OR,2018,2,8,1,30801,58,,,,5.3,
OR,2018,2,8,2,30802,66,,,,5.15,
OR,2018,2,8,3,30803,36,,,,6.24,
OR,2018,2,8,4,30804,19,,,,4.75,
OR,2018,2,8,5,30805,169,,,,5.65,
OR,2018,2,8,6,30806,118,,,,5.09,
OR,2018,2,8,7,30807,201,3.2,19.83,,5.33,
OR,2018,2,8,8,30808,91,,,,4.62,
OR,2018,2,8,9,30809,105,,,,4.98,
OR,2018,2,8,10,30810,72,,,,3.96,
OR,2018,2,8,11,30811,158,,,,4.66,
OR,2018,2,8,12,30812,141,,,,5.39,
OR,2018,2,8,13,30813,135,,,,4.77,
OR,2018,2,8,14,30814,162,,,,5.67,
OR,2018,2,8,15,30815,57,,,,5.17,
OR,2018,2,8,16,30816,12,,,,3.97,
OR,2018,2,8,17,30817,56,,,,5.86,
OR,2018,2,8,18,30818,202,2.6,18.39,,5.26,
OR,2018,2,8,19,30819,61,3.5,20.06,,6,
OR,2018,2,8,20,30820,184,,,,5.8,
OR,2018,2,9,1,30901,96,,,,5.49,
OR,2018,2,9,2,30902,114,,,,5.44,
OR,2018,2,9,3,30903,64,,,,5.27,
OR,2018,2,9,4,30904,164,,,,5.01,
OR,2018,2,9,5,30905,196,,,,5.24,
OR,2018,2,9,6,30906,68,,,,3.56,
OR,2018,2,9,7,30907,202,2.5,17.48,,4.93,
OR,2018,2,9,8,30908,30,,,,5.45,
OR,2018,2,9,9,30909,170,,,,5.81,
OR,2018,2,9,10,30910,120,,,,4.85,
OR,2018,2,9,11,30911,16,,,,5.22,
OR,2018,2,9,12,30912,86,,,,5.53,
OR,2018,2,9,13,30913,33,,,,4.82,
OR,2018,2,9,14,30914,8,,,,4.92,
OR,2018,2,9,15,30915,23,,,,5.28,
OR,2018,2,9,16,30916,201,2.7,20.39,,5.98,
OR,2018,2,9,17,30917,128,,,,5.71,
OR,2018,2,9,18,30918,194,,,,4.86,
OR,2018,2,9,19,30919,52,,,,5.4,
OR,2018,2,9,20,30920,73,,,,4.93,
OR,2018,2,10,1,31001,148,,,,5.78,
OR,2018,2,10,2,31002,157,,,,5.05,
OR,2018,2,10,3,31003,80,,,,5.19,
OR,2018,2,10,4,31004,6,,,,4.82,
OR,2018,2,10,5,31005,93,,,,5.88,
OR,2018,2,10,6,31006,45,,,,4.95,
OR,2018,2,10,7,31007,83,,,,6.42,
OR,2018,2,10,8,31008,147,,,,5.69,
OR,2018,2,10,9,31009,125,,,,5.92,
OR,2018,2,10,10,31010,202,3.2,19.46,,5.78,
OR,2018,2,10,11,31011,172,,,,6.11,
OR,2018,2,10,12,31012,106,,,,5.73,
OR,2018,2,10,13,31013,89,,,,4.79,
OR,2018,2,10,14,31014,127,,,,5.04,
OR,2018,2,10,15,31015,107,,,,3.96,
OR,2018,2,10,16,31016,103,,,,5.06,
OR,2018,2,10,17,31017,201,2.6,20.04,,6.13,
OR,2018,2,10,18,31018,7,,,,4.73,
OR,2018,2,10,19,31019,32,,,,5.02,
OR,2018,2,10,20,31020,175,,,,6.22,
OR,2018,2,11,1,31101,2,,,,5.68,
OR,2018,2,11,2,31102,11,,,,5.56,
OR,2018,2,11,3,31103,201,3.3,17.95,,5.04,
OR,2018,2,11,4,31104,5,,,,4.38,
OR,2018,2,11,5,31105,180,,,,6.5,
OR,2018,2,11,6,31106,136,,,,5.98,
OR,2018,2,11,7,31107,9,,,,5.89,
OR,2018,2,11,8,31108,26,,,,4.71,
OR,2018,2,11,9,31109,53,,,,4.91,
OR,2018,2,11,10,31110,1,,,,5.96,
OR,2018,2,11,11,31111,198,,,,5.88,
OR,2018,2,11,12,31112,42,,,,4.98,
OR,2018,2,11,13,31113,43,,,,4.93,
OR,2018,2,11,14,31114,14,,,,5.31,
OR,2018,2,11,15,31115,163,,,,5.34,
OR,2018,2,11,16,31116,130,,,,5.54,
OR,2018,2,11,17,31117,97,,,,5.5,
OR,2018,2,11,18,31118,202,2.8,17.92,,5.27,
OR,2018,2,11,19,31119,124,,,,5.33,
OR,2018,2,11,20,31120,35,,,,5.36,
OR,2018,3,1,1,30101,34,,,19,3.19,
OR,2018,3,1,2,30102,90,,,7,1.47,
OR,2018,3,1,3,30103,201,1.4,22.15,15,2.71,
OR,2018,3,1,4,30104,55,,,22,3.25,
OR,2018,3,1,5,30105,10,,,17,3.36,
OR,2018,3,1,6,30106,192,,,19,2.96,
OR,2018,3,1,7,30107,145,,,19,4.07,
OR,2018,3,1,8,30108,48,,,15,2.14,
OR,2018,3,1,9,30109,74,,,9,1.94,
OR,2018,3,1,10,30110,159,,,17,2.28,
OR,2018,3,1,11,30111,176,,,16,3.39,
OR,2018,3,1,12,30112,95,,,16,2.57,
OR,2018,3,1,13,30113,190,,,20,3.48,
OR,2018,3,1,14,30114,81,,,18,3.71,
OR,2018,3,1,15,30115,167,,,20,4.33,
OR,2018,3,1,16,30116,123,,,18,3.11,
OR,2018,3,1,17,30117,46,,,5,1.65,
OR,2018,3,1,18,30118,160,,,20,3.46,
OR,2018,3,1,19,30119,18,,,16,3.24,
OR,2018,3,1,20,30120,202,1.9,20.75,19,3.14,
OR,2018,3,2,1,30201,178,,,17,3.51,
OR,2018,3,2,2,30202,121,,,19,2.6,
OR,2018,3,2,3,30203,173,,,15,4.34,
OR,2018,3,2,4,30204,65,,,20,3.01,
OR,2018,3,2,5,30205,181,,,19,3.94,
OR,2018,3,2,6,30206,25,,,24,3.27,
OR,2018,3,2,7,30207,153,,,14,3.52,
OR,2018,3,2,8,30208,40,,,14,2.33,
OR,2018,3,2,9,30209,78,,,10,1.93,
OR,2018,3,2,10,30210,201,1.3,21.61,16,2.75,
OR,2018,3,2,11,30211,179,,,15,3.28,
OR,2018,3,2,12,30212,21,,,17,2.68,
OR,2018,3,2,13,30213,59,,,13,2.5,
OR,2018,3,2,14,30214,92,,,21,3.49,
OR,2018,3,2,15,30215,27,,,11,2.36,
OR,2018,3,2,16,30216,193,,,18,3.02,
OR,2018,3,2,17,30217,202,1.8,23.11,15,2.79,
OR,2018,3,2,18,30218,94,,,16,2.7,
OR,2018,3,2,19,30219,99,,,7,1.5,
OR,2018,3,2,20,30220,51,,,16,2.73,
OR,2018,3,3,1,30301,139,,,14,3.05,
OR,2018,3,3,2,30302,113,,,15,3.13,
OR,2018,3,3,3,30303,183,,,15,3.43,
OR,2018,3,3,4,30304,37,,,8,1.22,
OR,2018,3,3,5,30305,189,,,17,3.85,
OR,2018,3,3,6,30306,84,,,14,2.2,
OR,2018,3,3,7,30307,133,,,10,2.84,
OR,2018,3,3,8,30308,187,,,16,2.35,
OR,2018,3,3,9,30309,202,1.9,22.84,15,3.57,
OR,2018,3,3,10,30310,110,,,22,3.58,
OR,2018,3,3,11,30311,144,2,22.37,18,3.83,
OR,2018,3,3,12,30312,79,,,11,1.9,
OR,2018,3,3,13,30313,195,,,15,2.38,
OR,2018,3,3,14,30314,77,,,13,3.21,
OR,2018,3,3,15,30315,54,,,17,2.03,
OR,2018,3,3,16,30316,161,,,13,2.48,
OR,2018,3,3,17,30317,104,2,22.74,18,4.03,
OR,2018,3,3,18,30318,177,,,15,3.59,
OR,2018,3,3,19,30319,4,,,13,2.55,
OR,2018,3,3,20,30320,201,1.3,22.82,12,1.76,
OR,2018,3,4,1,30401,108,,,16,2.81,
OR,2018,3,4,2,30402,197,,,18,3.06,
OR,2018,3,4,3,30403,100,,,7,1.73,
OR,2018,3,4,4,30404,49,,,13,2.51,
OR,2018,3,4,5,30405,15,,,12,2.57,
OR,2018,3,4,6,30406,201,1.7,22.36,13,2.18,
OR,2018,3,4,7,30407,13,,,11,2.17,
OR,2018,3,4,8,30408,63,,,14,1.95,
OR,2018,3,4,9,30409,191,,,13,2.52,
OR,2018,3,4,10,30410,44,1.8,21.36,17,3.46,
OR,2018,3,4,11,30411,102,,,18,2.98,
OR,2018,3,4,12,30412,115,,,16,2.78,
OR,2018,3,4,13,30413,202,2,21.74,15,2.32,
OR,2018,3,4,14,30414,112,0.6,22.79,11,1.89,
OR,2018,3,4,15,30415,131,,,17,2.31,
