Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
ID,8,13,20813,11,39,4,2018,3,NA,NA,NA,2.07,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,13,20813,11,39,4,2019,1,2,16.46,27.2,9.16,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,13,20813,11,39,4,2019,2,NA,NA,NA,6.43,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,13,20813,11,39,4,2019,3,NA,NA,NA,4.82,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,13,20813,11,39,4,2019,4,NA,NA,NA,2.66,6.5,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,8,14,20814,45,39,3,2018,1,1.5,21.94,NA,3.21,NA,3.71,0.93,NA,NA,20.63,19.43,2.1,3.5
ID,8,14,20814,45,39,3,2018,2,NA,NA,NA,3.55,NA,5.13,4.79,NA,NA,26.46,26.4,2,1.9
ID,8,14,20814,45,39,3,2018,3,NA,NA,NA,1.91,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,14,20814,45,39,3,2019,1,2.1,16.81,26.2,7.08,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,14,20814,45,39,3,2019,2,NA,NA,NA,6.24,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,14,20814,45,39,3,2019,3,NA,NA,NA,4.63,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,14,20814,45,39,3,2019,4,NA,NA,NA,2.9,6,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,8,15,20815,163,39,2,2018,1,2.6,20.67,NA,3.82,NA,3.71,0.93,NA,NA,20.63,19.43,2.1,3.5
ID,8,15,20815,163,39,2,2018,2,NA,NA,NA,3.49,NA,5.13,4.79,NA,NA,26.46,26.4,2,1.9
ID,8,15,20815,163,39,2,2018,3,NA,NA,NA,1.91,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,15,20815,163,39,2,2019,1,2.3,16.9,27.3,7.34,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,15,20815,163,39,2,2019,2,NA,NA,NA,5.58,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,15,20815,163,39,2,2019,3,NA,NA,NA,5.21,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,15,20815,163,39,2,2019,4,NA,NA,NA,2.9,9,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,8,16,20816,202,39,1,2018,1,3.5,19.43,NA,0.93,NA,3.71,0.93,NA,NA,20.63,19.43,2.1,3.5
ID,8,16,20816,202,39,1,2018,2,1.9,26.4,NA,4.79,NA,5.13,4.79,NA,NA,26.46,26.4,2,1.9
ID,8,16,20816,202,39,1,2018,3,NA,54.75,NA,0.22,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,16,20816,202,39,1,2019,1,2.5,16.46,28.7,7.47,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,16,20816,202,39,1,2019,2,2.1,20.13,21.7,6.3,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,16,20816,202,39,1,2019,3,2.7,19.96,NA,5.41,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,16,20816,202,39,1,2019,4,3.1,21.83,NA,4.29,13.5,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,8,17,20817,141,40,4,2018,1,2.8,19.74,NA,3.45,NA,3.71,0.93,NA,NA,20.63,19.43,2.1,3.5
ID,8,17,20817,141,40,4,2018,2,NA,NA,NA,3.49,NA,5.13,4.79,NA,NA,26.46,26.4,2,1.9
ID,8,17,20817,141,40,4,2018,3,NA,NA,NA,1.66,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,17,20817,141,40,4,2019,1,2.2,18.3,29.8,6.82,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,17,20817,141,40,4,2019,2,NA,NA,NA,7.42,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,17,20817,141,40,4,2019,3,NA,NA,NA,6.35,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,17,20817,141,40,4,2019,4,NA,NA,NA,5.51,8.5,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,8,18,20818,49,40,3,2018,1,2.5,20.87,NA,3.39,NA,3.71,0.93,NA,NA,20.63,19.43,2.1,3.5
ID,8,18,20818,49,40,3,2018,2,NA,NA,NA,1.64,NA,5.13,4.79,NA,NA,26.46,26.4,2,1.9
ID,8,18,20818,49,40,3,2018,3,NA,NA,NA,1.8,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,18,20818,49,40,3,2019,1,2.1,15.34,30.6,7.6,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,18,20818,49,40,3,2019,2,NA,NA,NA,6.52,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,18,20818,49,40,3,2019,3,NA,NA,NA,4.59,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,18,20818,49,40,3,2019,4,NA,NA,NA,3.29,7,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,8,19,20819,143,40,2,2018,1,2.6,20,NA,3.39,NA,3.71,0.93,NA,NA,20.63,19.43,2.1,3.5
ID,8,19,20819,143,40,2,2018,2,NA,NA,NA,1.37,NA,5.13,4.79,NA,NA,26.46,26.4,2,1.9
ID,8,19,20819,143,40,2,2018,3,NA,NA,NA,1.97,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,19,20819,143,40,2,2019,1,2.2,16.98,28.2,7.12,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,19,20819,143,40,2,2019,2,NA,NA,NA,6.9,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,19,20819,143,40,2,2019,3,NA,NA,NA,4.35,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,19,20819,143,40,2,2019,4,NA,NA,NA,3.24,8,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,8,20,20820,19,40,1,2018,1,2.6,19.57,NA,3.33,NA,3.71,0.93,NA,NA,20.63,19.43,2.1,3.5
ID,8,20,20820,19,40,1,2018,2,NA,NA,NA,3.17,NA,5.13,4.79,NA,NA,26.46,26.4,2,1.9
ID,8,20,20820,19,40,1,2018,3,NA,NA,NA,1.64,NA,1.47,0.22,NA,NA,NA,54.75,NA,NA
ID,8,20,20820,19,40,1,2019,1,2.5,16.05,28.2,6.25,NA,7.99,7.47,28.5,28.7,17.87,16.46,2.7,2.5
ID,8,20,20820,19,40,1,2019,2,NA,NA,NA,7.09,NA,5.8,6.3,16.9,21.7,20.1,20.13,2.4,2.1
ID,8,20,20820,19,40,1,2019,3,NA,NA,NA,3.82,NA,4.65,5.41,NA,NA,20.3,19.96,2.9,2.7
ID,8,20,20820,19,40,1,2019,4,NA,NA,NA,2.95,5.5,2.76,4.29,NA,NA,19.29,21.83,2,3.1
ID,9,1,20901,1,41,4,2018,1,2.6,21.89,NA,2.66,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,1,20901,1,41,4,2018,2,NA,NA,NA,2.73,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,1,20901,1,41,4,2018,3,NA,NA,NA,2.13,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,1,20901,1,41,4,2019,1,2.2,16.52,32.9,8.38,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,1,20901,1,41,4,2019,2,NA,NA,NA,7.52,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,1,20901,1,41,4,2019,3,NA,NA,NA,5.45,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,1,20901,1,41,4,2019,4,NA,NA,NA,4.98,10,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,2,20902,123,41,3,2018,1,2.1,22.22,NA,3.46,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,2,20902,123,41,3,2018,2,NA,NA,NA,3.22,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,2,20902,123,41,3,2018,3,NA,NA,NA,2.07,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,2,20902,123,41,3,2019,1,2.3,17.61,28,8.21,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,2,20902,123,41,3,2019,2,NA,NA,NA,6.62,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,2,20902,123,41,3,2019,3,NA,NA,NA,4.16,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,2,20902,123,41,3,2019,4,NA,NA,NA,3.72,9,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,3,20903,35,41,2,2018,1,2,21.86,NA,3.6,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,3,20903,35,41,2,2018,2,NA,NA,NA,1.97,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,3,20903,35,41,2,2018,3,NA,NA,NA,1.75,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,3,20903,35,41,2,2019,1,2.3,17.67,26.5,8.3,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,3,20903,35,41,2,2019,2,NA,NA,NA,6.29,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,3,20903,35,41,2,2019,3,NA,NA,NA,4.2,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,3,20903,35,41,2,2019,4,NA,NA,NA,3.29,8,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,4,20904,86,41,1,2018,1,2.4,21.18,NA,3.15,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,4,20904,86,41,1,2018,2,NA,NA,NA,3.77,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,4,20904,86,41,1,2018,3,NA,NA,NA,1.26,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,4,20904,86,41,1,2019,1,2.1,14.69,26.7,6.91,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,4,20904,86,41,1,2019,2,NA,NA,NA,5.96,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,4,20904,86,41,1,2019,3,NA,NA,NA,3.77,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,4,20904,86,41,1,2019,4,NA,NA,NA,2.85,8,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,5,20905,27,42,4,2018,1,2.7,22.18,NA,3.88,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,5,20905,27,42,4,2018,2,NA,NA,NA,5.3,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,5,20905,27,42,4,2018,3,NA,NA,NA,2.58,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,5,20905,27,42,4,2019,1,2.1,16.87,28.9,7.86,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,5,20905,27,42,4,2019,2,NA,NA,NA,6.24,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,5,20905,27,42,4,2019,3,NA,NA,NA,4.73,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,5,20905,27,42,4,2019,4,NA,NA,NA,5.07,5,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,6,20906,131,42,3,2018,1,3,22.98,NA,3.63,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,6,20906,131,42,3,2018,2,NA,NA,NA,5.08,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,6,20906,131,42,3,2018,3,NA,NA,NA,3.22,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,6,20906,131,42,3,2019,1,2.2,18.29,30,7.43,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,6,20906,131,42,3,2019,2,NA,NA,NA,7.28,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,6,20906,131,42,3,2019,3,NA,NA,NA,4.68,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,6,20906,131,42,3,2019,4,NA,NA,NA,3.67,7,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,7,20907,181,42,2,2018,1,2.9,20.69,NA,3.67,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,7,20907,181,42,2,2018,2,NA,NA,NA,5.02,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,7,20907,181,42,2,2018,3,NA,NA,NA,2.07,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,7,20907,181,42,2,2019,1,2.8,19.25,33.6,7.38,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,7,20907,181,42,2,2019,2,NA,NA,NA,6.85,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,7,20907,181,42,2,2019,3,NA,NA,NA,4.87,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,7,20907,181,42,2,2019,4,NA,NA,NA,4.15,10,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,8,20908,70,42,1,2018,1,3.2,21.58,NA,3.39,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,8,20908,70,42,1,2018,2,NA,NA,NA,3.66,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,8,20908,70,42,1,2018,3,NA,NA,NA,1.86,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,8,20908,70,42,1,2019,1,2.2,19.59,28.9,6.6,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,8,20908,70,42,1,2019,2,NA,NA,NA,7.71,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,8,20908,70,42,1,2019,3,NA,NA,NA,5.11,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,8,20908,70,42,1,2019,4,NA,NA,NA,2.9,8.5,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,9,20909,14,43,4,2018,1,2.1,22.33,NA,3.85,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,9,20909,14,43,4,2018,2,NA,NA,NA,3.28,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,9,20909,14,43,4,2018,3,NA,NA,NA,1.69,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,9,20909,14,43,4,2019,1,2.3,18.3,31.6,7.08,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,9,20909,14,43,4,2019,2,NA,NA,NA,7,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,9,20909,14,43,4,2019,3,NA,NA,NA,5.59,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,9,20909,14,43,4,2019,4,NA,NA,NA,5.31,7,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,10,20910,121,43,3,2018,1,2.5,21.37,NA,2.09,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,10,20910,121,43,3,2018,2,NA,NA,NA,3.28,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,10,20910,121,43,3,2018,3,NA,NA,NA,3.44,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,10,20910,121,43,3,2019,1,2.2,17.53,28.9,6.6,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,10,20910,121,43,3,2019,2,NA,NA,NA,6.38,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,10,20910,121,43,3,2019,3,NA,NA,NA,4.92,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,10,20910,121,43,3,2019,4,NA,NA,NA,3.43,8,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,11,20911,106,43,2,2018,1,2.3,23.91,NA,3.88,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,11,20911,106,43,2,2018,2,NA,NA,NA,3.71,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,11,20911,106,43,2,2018,3,NA,NA,NA,2.57,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,11,20911,106,43,2,2019,1,2.7,18.38,32.4,7.14,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,11,20911,106,43,2,2019,2,NA,NA,NA,5.48,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,11,20911,106,43,2,2019,3,NA,NA,NA,5.16,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,11,20911,106,43,2,2019,4,NA,NA,NA,2.56,6.5,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,12,20912,53,43,1,2018,1,3,19.1,NA,3.21,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,12,20912,53,43,1,2018,2,NA,NA,NA,1.8,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,12,20912,53,43,1,2018,3,NA,NA,NA,1.42,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,12,20912,53,43,1,2019,1,2.5,17.98,29.7,6.58,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,12,20912,53,43,1,2019,2,NA,NA,NA,5.77,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,12,20912,53,43,1,2019,3,NA,NA,NA,4.3,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,12,20912,53,43,1,2019,4,NA,NA,NA,3,7.5,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,13,20913,201,44,4,2018,1,2.2,22.06,NA,3.7,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,13,20913,201,44,4,2018,2,1.8,21.94,NA,4.33,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,13,20913,201,44,4,2018,3,NA,NA,NA,2.29,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,13,20913,201,44,4,2019,1,2.3,15.98,31,7.17,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,13,20913,201,44,4,2019,2,2.1,20,19.3,6.6,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,13,20913,201,44,4,2019,3,3.1,20.14,NA,4.8,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,13,20913,201,44,4,2019,4,2,22.88,NA,3.17,6,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,14,20914,38,44,3,2018,1,2.7,22.61,NA,2.89,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,14,20914,38,44,3,2018,2,NA,NA,NA,5.46,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,14,20914,38,44,3,2018,3,NA,NA,NA,3.11,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,14,20914,38,44,3,2019,1,2.3,17.29,31,6.08,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,14,20914,38,44,3,2019,2,NA,NA,NA,6.62,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,14,20914,38,44,3,2019,3,NA,NA,NA,4.35,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,14,20914,38,44,3,2019,4,NA,NA,NA,3.14,6,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,15,20915,115,44,2,2018,1,3,22.89,NA,3.31,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,15,20915,115,44,2,2018,2,NA,NA,NA,5.73,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,15,20915,115,44,2,2018,3,NA,NA,NA,2.46,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,15,20915,115,44,2,2019,1,2.2,17.53,30.9,7.43,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,15,20915,115,44,2,2019,2,NA,NA,NA,6.9,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,15,20915,115,44,2,2019,3,NA,NA,NA,4.3,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,15,20915,115,44,2,2019,4,NA,NA,NA,3.72,8,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,16,20916,5,44,1,2018,1,2.5,20.97,NA,3.57,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,16,20916,5,44,1,2018,2,NA,NA,NA,6.39,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,16,20916,5,44,1,2018,3,NA,NA,NA,0.98,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,16,20916,5,44,1,2019,1,2.5,19.52,31.2,6.69,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,16,20916,5,44,1,2019,2,NA,NA,NA,7.47,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,16,20916,5,44,1,2019,3,NA,NA,NA,5.02,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,16,20916,5,44,1,2019,4,NA,NA,NA,4.69,10,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,17,20917,160,45,4,2018,1,3,20.39,NA,3.17,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,17,20917,160,45,4,2018,2,NA,NA,NA,2.89,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,17,20917,160,45,4,2018,3,NA,NA,NA,2.18,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,17,20917,160,45,4,2019,1,2.6,19.92,25,9.25,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,17,20917,160,45,4,2019,2,NA,NA,NA,8.23,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,17,20917,160,45,4,2019,3,NA,NA,NA,4.92,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,17,20917,160,45,4,2019,4,NA,NA,NA,5.36,13,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,18,20918,175,45,3,2018,1,2.6,22.52,NA,3.3,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,18,20918,175,45,3,2018,2,NA,NA,NA,4.86,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,18,20918,175,45,3,2018,3,NA,NA,NA,2.62,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,18,20918,175,45,3,2019,1,2.2,18.24,28.1,10.73,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,18,20918,175,45,3,2019,2,NA,NA,NA,7.71,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,18,20918,175,45,3,2019,3,NA,NA,NA,4.54,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,18,20918,175,45,3,2019,4,NA,NA,NA,3.38,8.5,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,19,20919,202,45,2,2018,1,2.5,22.84,NA,3.59,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,19,20919,202,45,2,2018,2,1.8,22.93,NA,3.25,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,19,20919,202,45,2,2018,3,NA,44.16,NA,1.92,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,19,20919,202,45,2,2019,1,2.7,18.67,26.5,8.38,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,19,20919,202,45,2,2019,2,2.8,20.42,20.5,7.7,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,19,20919,202,45,2,2019,3,2.5,20.08,NA,4.75,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,19,20919,202,45,2,2019,4,2.4,21.04,NA,3.48,12,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,9,20,20920,118,45,1,2018,1,1.5,21.69,NA,3.02,NA,3.7,3.59,NA,NA,22.06,22.84,2.2,2.5
ID,9,20,20920,118,45,1,2018,2,NA,NA,NA,4.22,NA,4.33,3.25,NA,NA,21.94,22.93,1.8,1.8
ID,9,20,20920,118,45,1,2018,3,NA,NA,NA,2.57,NA,2.29,1.92,NA,NA,NA,44.16,NA,NA
ID,9,20,20920,118,45,1,2019,1,2.3,16.29,33.6,6.25,NA,7.17,8.38,31,26.5,15.98,18.67,2.3,2.7
ID,9,20,20920,118,45,1,2019,2,NA,NA,NA,6.85,NA,6.6,7.7,19.3,20.5,20,20.42,2.1,2.8
ID,9,20,20920,118,45,1,2019,3,NA,NA,NA,4.97,NA,4.8,4.75,NA,NA,20.14,20.08,3.1,2.5
ID,9,20,20920,118,45,1,2019,4,NA,NA,NA,3.14,7,3.17,3.48,NA,NA,22.88,21.04,2,2.4
ID,10,1,21001,105,46,4,2018,1,NA,NA,NA,NA,NA,3.54,0.91,NA,NA,21.38,20.86,1.8,1.9
ID,10,1,21001,105,46,4,2018,2,NA,NA,NA,NA,NA,1.94,2.44,NA,NA,21.83,27.45,2,2.2
ID,10,1,21001,105,46,4,2018,3,NA,NA,NA,NA,NA,2.29,1.09,NA,NA,NA,NA,NA,NA
ID,10,1,21001,105,46,4,2019,1,NA,NA,NA,NA,NA,6.82,9.42,28.7,28.7,17.62,17.92,2.3,2.4
ID,10,1,21001,105,46,4,2019,2,NA,NA,NA,NA,NA,5.85,7.15,18.9,18.9,19.37,19.75,2.5,2.6
ID,10,1,21001,105,46,4,2019,3,NA,NA,NA,NA,NA,5,5.76,NA,NA,20.1,20.68,3,2.5
ID,10,1,21001,105,46,4,2019,4,NA,NA,NA,NA,NA,2.81,5.52,NA,NA,18.88,20.61,2.3,2.2
ID,10,2,21002,58,46,3,2018,1,2.2,22.84,NA,3.77,NA,3.54,0.91,NA,NA,21.38,20.86,1.8,1.9
ID,10,2,21002,58,46,3,2018,2,NA,NA,NA,3.06,NA,1.94,2.44,NA,NA,21.83,27.45,2,2.2
ID,10,2,21002,58,46,3,2018,3,NA,NA,NA,2.68,NA,2.29,1.09,NA,NA,NA,NA,NA,NA
ID,10,2,21002,58,46,3,2019,1,2.3,17.9,28,4.95,NA,6.82,9.42,28.7,28.7,17.62,17.92,2.3,2.4
ID,10,2,21002,58,46,3,2019,2,NA,NA,NA,5.96,NA,5.85,7.15,18.9,18.9,19.37,19.75,2.5,2.6
ID,10,2,21002,58,46,3,2019,3,NA,NA,NA,4.73,NA,5,5.76,NA,NA,20.1,20.68,3,2.5
