Location,Year,Cut,Block,Position,ID,Treatment,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
OR,2019,3,1,7,30107,145,,,27,3.6,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,8,30108,48,,,23,3.27,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,9,30109,74,,,21,3.3,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,10,30110,159,,,29,4.69,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,11,30111,176,,,24,3.41,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,12,30112,95,,,24,3.22,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,13,30113,190,,,28,3.86,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,14,30114,81,,,24,3.57,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,15,30115,167,,,26,4.02,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,16,30116,123,,,23,3.2,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,17,30117,46,,,23,4.24,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,18,30118,160,,,32,4.47,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,19,30119,18,,,30,3.72,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,1,20,30120,202,3,17.81,26,4.7,,3.2,4.7,29,26,19.11,17.81,3.5,3
OR,2019,3,2,1,30201,178,,,28,4.18,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,2,30202,121,,,25,3.57,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,3,30203,173,,,29,5.03,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,4,30204,65,,,24,3.53,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,5,30205,181,,,31,3.85,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,6,30206,25,,,24,3.13,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,7,30207,153,,,28,4.23,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,8,30208,40,,,22,3.63,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,9,30209,78,,,22,3.6,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,10,30210,201,3.2,19.44,25,3.32,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,11,30211,179,,,24,3.48,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,12,30212,21,,,25,3.27,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,13,30213,59,,,22,2.81,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,14,30214,92,,,33,3.88,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,15,30215,27,,,20,3.19,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,16,30216,193,,,31,4.4,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,17,30217,202,3.1,19.03,25,3.92,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,18,30218,94,,,28,3.7,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,19,30219,99,,,21,3.61,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,2,20,30220,51,,,29,3.56,,3.32,3.92,25,25,19.44,19.03,3.2,3.1
OR,2019,3,3,1,30301,139,,,23,4.12,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,2,30302,113,,,25,3.57,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,3,30303,183,,,25,4.29,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,4,30304,37,,,24,3.34,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,5,30305,189,,,25,3.9,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,6,30306,84,,,28,3.53,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,7,30307,133,,,21,3.04,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,8,30308,187,,,32,4.82,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,9,30309,202,2.6,17.67,30,4.24,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,10,30310,110,,,32,3.84,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,11,30311,144,3.2,19.21,32,2.93,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,12,30312,79,,,26,3.74,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,13,30313,195,,,27,4.12,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,14,30314,77,,,20,3.47,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,15,30315,54,,,34,3.58,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,16,30316,161,,,26,3.96,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,17,30317,104,3.4,18.61,30,4.17,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,18,30318,177,,,24,4.82,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,19,30319,4,,,28,4.24,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,3,20,30320,201,3,17.57,21,3.56,,3.56,4.24,21,30,17.57,17.67,3,2.6
OR,2019,3,4,1,30401,108,,,27,4.24,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,2,30402,197,,,30,4.19,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,3,30403,100,,,24,3.59,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,4,30404,49,,,23,3.51,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,5,30405,15,,,24,4.18,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,6,30406,201,2.8,17.4,24,3.69,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,7,30407,13,,,24,3.8,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,8,30408,63,,,27,3.04,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,9,30409,191,,,25,4.09,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,10,30410,44,3.6,18.48,27,4.35,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,11,30411,102,,,28,3.14,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,12,30412,115,,,25,3.77,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,13,30413,202,3.2,17.92,28,3.95,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,14,30414,112,2.8,18.71,21,3.74,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,15,30415,131,,,30,3.61,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,16,30416,85,,,20,3.09,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,17,30417,126,,,21,3.84,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,18,30418,67,,,30,4.3,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,19,30419,47,,,25,3.44,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,4,20,30420,182,,,28,3.83,,3.69,3.95,24,28,17.4,17.92,2.8,3.2
OR,2019,3,5,1,30501,75,,,21,3.32,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,2,30502,171,,,24,4.54,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,3,30503,154,,,26,4.09,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,4,30504,119,,,28,4.32,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,5,30505,201,2.8,18.21,26,4.06,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,6,30506,17,,,23,3.7,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,7,30507,22,,,27,3.44,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,8,30508,202,3.7,17.66,30,4.11,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,9,30509,82,,,26,3.45,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,10,30510,50,,,23,3.59,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,11,30511,134,,,26,3.72,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,12,30512,62,,,29,3.53,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,13,30513,29,,,20,3.12,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,14,30514,122,,,27,3.79,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,15,30515,137,,,22,3.13,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,16,30516,71,,,24,3.01,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,17,30517,41,,,24,3.55,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,18,30518,39,,,21,3.76,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,19,30519,28,,,21,3.6,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,5,20,30520,38,,,25,3.83,,4.06,4.11,26,30,18.21,17.66,2.8,3.7
OR,2019,3,6,1,30601,201,2.5,18.46,22,4.11,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,2,30602,116,,,26,3.67,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,3,30603,60,,,26,4.6,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,4,30604,156,,,30,4.62,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,5,30605,188,,,30,3.66,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,6,30606,140,,,25,4.08,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,7,30607,76,,,21,3,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,8,30608,109,,,24,3.9,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,9,30609,101,,,23,4.13,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,10,30610,185,,,29,5.19,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,11,30611,146,,,29,3.72,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,12,30612,202,3.4,17.73,30,5.26,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,13,30613,129,,,27,3.58,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,14,30614,87,,,30,3.64,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,15,30615,150,,,24,4.29,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,16,30616,155,,,31,4.35,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,17,30617,98,,,25,3.9,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,18,30618,3,,,35,4.62,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,19,30619,88,,,24,3.62,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,6,20,30620,69,,,35,5.6,,4.11,5.26,22,30,18.46,17.73,2.5,3.4
OR,2019,3,7,1,30701,149,,,24,4.01,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,2,30702,165,,,31,4.93,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,3,30703,138,,,26,3.58,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,4,30704,201,2.9,16.78,26,4.34,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,5,30705,31,,,25,3.35,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,6,30706,152,,,22,3.41,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,7,30707,70,,,34,4.3,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,8,30708,151,,,27,4.21,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,9,30709,142,,,23,3.06,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,10,30710,117,,,27,3.86,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,11,30711,111,,,25,3.13,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,12,30712,166,,,30,3.95,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,13,30713,186,,,28,3.52,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,14,30714,24,,,25,3.19,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,15,30715,143,,,27,3.38,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,16,30716,168,,,32,3.94,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,17,30717,132,,,23,3.84,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,18,30718,174,,,28,4.38,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,19,30719,202,3.6,17.96,29,4.24,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,7,20,30720,20,,,27,3.65,,4.34,4.24,26,29,16.78,17.96,2.9,3.6
OR,2019,3,8,1,30801,58,,,26,3.78,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,2,30802,66,,,29,4.55,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,3,30803,36,,,26,3.92,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,4,30804,19,,,27,3.37,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,5,30805,169,,,25,4.33,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,6,30806,118,,,27,3.53,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,7,30807,201,2.9,17.08,26,3.84,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,8,30808,91,,,27,3.89,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,9,30809,105,,,26,4.49,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,10,30810,72,,,30,3.61,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,11,30811,158,,,28,4.22,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,12,30812,141,,,31,4.48,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,13,30813,135,,,23,4.3,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,14,30814,162,,,31,4.74,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,15,30815,57,,,19,3.82,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,16,30816,12,,,19,3.21,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,17,30817,56,,,33,4.01,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,18,30818,202,3,16.81,31,4.59,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,19,30819,61,2.9,18.74,30,4.32,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,8,20,30820,184,,,28,3.84,,3.84,4.59,26,31,17.08,16.81,2.9,3
OR,2019,3,9,1,30901,96,,,29,3.22,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,2,30902,114,,,24,3.79,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,3,30903,64,,,29,3.82,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,4,30904,164,,,25,4.06,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,5,30905,196,,,34,4.18,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,6,30906,68,,,21,3.41,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,7,30907,202,3.2,17.12,25,4.45,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,8,30908,30,,,26,3.4,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,9,30909,170,,,23,4.68,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,10,30910,120,,,24,3.48,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,11,30911,16,,,17,3.65,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,12,30912,86,,,20,3.39,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,13,30913,33,,,22,3.71,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,14,30914,8,,,19,3.42,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,15,30915,23,,,22,3.77,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,16,30916,201,2.5,18.53,24,3.79,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,17,30917,128,,,26,3.51,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,18,30918,194,,,30,3.84,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,19,30919,52,,,23,3.47,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,9,20,30920,73,,,36,4.3,,3.79,4.45,24,25,18.53,17.12,2.5,3.2
OR,2019,3,10,1,31001,148,,,28,4.22,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,2,31002,157,,,28,4.06,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,3,31003,80,,,25,3.76,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,4,31004,6,,,31,3.58,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,5,31005,93,,,24,3.76,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,6,31006,45,,,21,3.06,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,7,31007,83,,,27,3.98,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,8,31008,147,,,28,3.98,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,9,31009,125,,,20,3.22,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,10,31010,202,2.8,18.63,25,3.81,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,11,31011,172,,,24,4.36,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,12,31012,106,,,27,4.12,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,13,31013,89,,,30,4.59,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,14,31014,127,,,26,4.07,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,15,31015,107,,,28,4.27,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,16,31016,103,,,27,3.84,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,17,31017,201,2.9,18.15,28,4.38,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,18,31018,7,,,22,2.98,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,19,31019,32,,,26,3.76,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,10,20,31020,175,,,25,4.42,,4.38,3.81,28,25,18.15,18.63,2.9,2.8
OR,2019,3,11,1,31101,2,,,36,3.41,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,2,31102,11,,,23,3.39,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,3,31103,201,2.6,17.78,27,3.92,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,4,31104,5,,,33,4.12,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,5,31105,180,,,27,4.45,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,6,31106,136,,,20,3.89,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,7,31107,9,,,20,3.83,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,8,31108,26,,,27,4,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,9,31109,53,,,27,3.72,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,10,31110,1,,,28,3.69,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,11,31111,198,,,27,4.11,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,12,31112,42,,,19,4.18,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,13,31113,43,,,22,3.64,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,14,31114,14,,,24,3.8,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,15,31115,163,,,26,4.13,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,16,31116,130,,,23,3.67,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,17,31117,97,,,20,3.91,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,18,31118,202,3.7,18.06,30,5.21,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,19,31119,124,,,22,3.51,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,3,11,20,31120,35,,,25,3.56,,3.92,5.21,27,30,17.78,18.06,2.6,3.7
OR,2019,4,1,1,30101,34,,,26,3.65,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,2,30102,90,,,13,2.15,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,3,30103,201,2.2,19.99,19,3.11,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,4,30104,55,,,28,2.11,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,5,30105,10,,,18,2.52,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,6,30106,192,,,24,3.08,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,7,30107,145,,,20,3.32,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,8,30108,48,,,20,2.26,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,9,30109,74,,,8,2.23,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,10,30110,159,,,21,3.38,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,11,30111,176,,,20,3.43,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,12,30112,95,,,18,2.6,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,13,30113,190,,,26,3.56,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,14,30114,81,,,18,2.71,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,15,30115,167,,,24,3.54,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,16,30116,123,,,18,3.06,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,17,30117,46,,,11,2.06,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,18,30118,160,,,28,3.93,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,19,30119,18,,,24,2.8,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,1,20,30120,202,3,20.84,25,3.07,,3.11,3.07,19,25,19.99,20.84,2.2,3
OR,2019,4,2,1,30201,178,,,24,3.39,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,2,30202,121,,,22,3.04,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,3,30203,173,,,24,3.51,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,4,30204,65,,,25,3.43,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,5,30205,181,,,25,3.26,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,6,30206,25,,,26,2.56,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,7,30207,153,,,21,3.38,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,8,30208,40,,,15,3.06,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,9,30209,78,,,16,3.73,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,10,30210,201,2.7,20.05,23,2.91,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,11,30211,179,,,21,3.73,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,12,30212,21,,,20,2.54,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,13,30213,59,,,18,2.69,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,14,30214,92,,,30,2.93,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,15,30215,27,,,16,2.58,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,16,30216,193,,,27,4.01,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,17,30217,202,2.1,19.38,25,3.9,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,18,30218,94,,,20,4.36,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,19,30219,99,,,12,2.28,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,2,20,30220,51,,,17,2.32,,2.91,3.9,23,25,20.05,19.38,2.7,2.1
OR,2019,4,3,1,30301,139,,,19,2.86,,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,2019,4,3,2,30302,113,,,20,3.17,,2.75,3.7,20,23,19.62,19.07,2,2.2
OR,2019,4,3,3,30303,183,,,24,2.91,,2.75,3.7,20,23,19.62,19.07,2,2.2
